game_id,week,day,date,winner,loser,PtsW,PtsL,YdsW,TOW,YdsL,TOL,atHome,TODiff,schedule_playoff,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
198412090chi,15,Sun,1984-12-09,GB,CHI,20,14,287,2,301,5,FALSE,3,FALSE,CHI,-3.5,37.5,Soldier Field,FALSE,31,7,87,NA
198412090ari,15,Sun,1984-12-09,ARI,NYG,31,21,405,2,307,2,TRUE,0,FALSE,ARI,-3,40.5,Busch Memorial Stadium,FALSE,41,12,77,NA
198412150sea,16,Sat,1984-12-15,DEN,SEA,31,14,291,4,385,3,FALSE,-1,FALSE,SEA,-4,42,Seattle Kingdome,FALSE,72,0,NA,indoor
198412160ten,16,Sun,1984-12-16,CLE,TEN,27,20,399,1,396,1,FALSE,0,FALSE,TEN,-2,39,Houston Astrodome,FALSE,72,0,NA,indoor
198412160ne,16,Sun,1984-12-16,NE,IND,16,10,235,1,239,2,TRUE,1,FALSE,NE,-11,41,Foxboro Stadium,FALSE,32,8,86,NA
198412160lvr,16,Sun,1984-12-16,PIT,LVR,13,7,365,2,188,2,FALSE,0,FALSE,LVR,-6.5,41,Los Angeles Memorial Coliseum,FALSE,53,16,63,NA
198412170mia,16,Mon,1984-12-17,MIA,DAL,28,21,389,3,316,2,TRUE,-1,FALSE,MIA,-6.5,47,Orange Bowl,FALSE,73,16,68,NA
198412220sea,Wild Card,Sat,1984-12-22,SEA,LVR,13,7,251,0,240,3,TRUE,3,TRUE,LVR,-1.5,NA,Seattle Kingdome,FALSE,72,0,NA,indoor
198412230lar,Wild Card,Sun,1984-12-23,NYG,LAR,16,13,192,0,214,2,FALSE,2,TRUE,LAR,-4.5,NA,Anaheim Stadium,FALSE,NA,NA,NA,NA
198509080cle,1,Sun,1985-09-08,ARI,CLE,27,24,286,0,357,3,FALSE,3,FALSE,ARI,-2.5,40.5,Cleveland Municipal Stadium,FALSE,77,10,80,NA
198509080cin,1,Sun,1985-09-08,SEA,CIN,28,24,297,0,344,1,FALSE,1,FALSE,SEA,-3,41,Cinergy Field,FALSE,79,8,71,NA
198509080min,1,Sun,1985-09-08,MIN,SF,28,21,268,1,489,7,TRUE,6,FALSE,SF,-11,46,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor
198509150gb,2,Sun,1985-09-15,GB,NYG,23,20,290,2,315,1,TRUE,-1,FALSE,PICK,0,42,Lambeau Field,FALSE,56,8,66,NA
198509150was,2,Sun,1985-09-15,WAS,TEN,16,13,333,3,188,0,TRUE,-3,FALSE,WAS,-10,46.5,RFK Memorial Stadium,FALSE,62,8,52,NA
198509150chi,2,Sun,1985-09-15,CHI,NE,20,7,369,2,206,4,TRUE,2,FALSE,CHI,-4.5,44,Soldier Field,FALSE,55,5,62,NA
198509160cle,2,Mon,1985-09-16,CLE,PIT,17,7,293,1,216,2,TRUE,1,FALSE,PIT,-1.5,41,Cleveland Municipal Stadium,FALSE,57,4,65,NA
198509220buf,3,Sun,1985-09-22,NE,BUF,17,14,227,2,306,1,FALSE,-1,FALSE,NE,-6.5,42,Ralph Wilson Stadium,FALSE,65,7,76,NA
198509220no,3,Sun,1985-09-22,NO,TB,20,13,338,2,334,3,TRUE,1,FALSE,NO,-2.5,43,Louisiana Superdome,FALSE,72,0,NA,indoor
198509220nyg,3,Sun,1985-09-22,NYG,ARI,27,17,318,1,289,3,TRUE,2,FALSE,NYG,-1.5,40,Giants Stadium,FALSE,72,13,76,NA
198509220dal,3,Sun,1985-09-22,DAL,CLE,20,7,343,2,297,3,TRUE,1,FALSE,DAL,-7.5,40,Texas Stadium,FALSE,80,17,55,NA
198509290sf,4,Sun,1985-09-29,NO,SF,20,17,354,3,231,3,FALSE,0,FALSE,SF,-16,45,Candlestick Park,FALSE,57,14,75,NA
198509290ten,4,Sun,1985-09-29,DAL,TEN,17,10,339,0,214,5,FALSE,5,FALSE,DAL,-5,41,Houston Astrodome,FALSE,72,0,NA,indoor
198509290buf,4,Sun,1985-09-29,MIN,BUF,27,20,338,1,277,2,FALSE,1,FALSE,MIN,-3,41,Ralph Wilson Stadium,FALSE,60,9,63,NA
198509290lac,4,Sun,1985-09-29,CLE,LAC,21,7,440,1,275,2,FALSE,1,FALSE,LAC,-4,48,Qualcomm Stadium,FALSE,69,9,72,NA
198509290phi,4,Sun,1985-09-29,NYG,PHI,16,10,338,3,168,1,FALSE,-2,FALSE,NYG,-5,35,Veterans Stadium,FALSE,61,5,65,NA
198509290kc,4,Sun,1985-09-29,KC,SEA,28,7,165,4,369,7,TRUE,3,FALSE,SEA,-2,47,Arrowhead Stadium,FALSE,48,12,94,NA
198510060lar,5,Sun,1985-10-06,LAR,MIN,13,10,188,1,306,1,TRUE,0,FALSE,LAR,-6.5,41,Anaheim Stadium,FALSE,72,14,59,NA
198510060cle,5,Sun,1985-10-06,CLE,NE,24,20,447,5,400,3,TRUE,-2,FALSE,CLE,-3.5,37,Cleveland Municipal Stadium,FALSE,46,14,74,NA
198510060mia,5,Sun,1985-10-06,MIA,PIT,24,20,399,4,282,1,TRUE,-3,FALSE,MIA,-7,47.5,Orange Bowl,FALSE,80,9,78,NA
198510070was,5,Mon,1985-10-07,WAS,ARI,27,10,305,2,310,6,TRUE,4,FALSE,ARI,-2,47,RFK Memorial Stadium,FALSE,57,7,51,NA
198510130gb,6,Sun,1985-10-13,GB,MIN,20,17,280,3,285,3,TRUE,0,FALSE,GB,-3.5,48,Lambeau Field,FALSE,57,10,78,NA
198510130dal,6,Sun,1985-10-13,DAL,PIT,27,13,374,2,315,3,TRUE,1,FALSE,DAL,-5,43,Texas Stadium,FALSE,79,15,68,NA
198510200den,7,Sun,1985-10-20,DEN,SEA,13,10,246,0,249,5,TRUE,5,FALSE,DEN,-3.5,48,Mile High Stadium,FALSE,50,6,42,NA
198510200min,7,Sun,1985-10-20,MIN,LAC,21,17,360,3,295,4,TRUE,1,FALSE,MIN,-3.5,49.5,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor
198510200ne,7,Sun,1985-10-20,NE,NYJ,20,13,284,1,303,3,TRUE,2,FALSE,NYJ,-2.5,42,Foxboro Stadium,FALSE,54,12,60,NA
198510200atl,7,Sun,1985-10-20,ATL,NO,31,24,377,4,365,5,TRUE,1,FALSE,PICK,0,45,Atlanta-Fulton County Stadium,FALSE,72,6,70,NA
198510270nyj,8,Sun,1985-10-27,NYJ,SEA,17,14,335,3,252,3,TRUE,0,FALSE,NYJ,-3,41,Giants Stadium,FALSE,61,14,38,NA
198510270dal,8,Sun,1985-10-27,DAL,ATL,24,10,461,4,253,4,TRUE,0,FALSE,DAL,-13,45.5,Texas Stadium,FALSE,64,11,67,NA
198510270ari,8,Sun,1985-10-27,TEN,ARI,20,10,229,2,427,1,FALSE,-1,FALSE,ARI,-7,45.5,Busch Memorial Stadium,FALSE,61,5,41,NA
198510270phi,8,Sun,1985-10-27,PHI,BUF,21,17,275,1,339,2,TRUE,1,FALSE,PHI,-9,36.5,Veterans Stadium,FALSE,55,11,68,NA
198510270cle,8,Sun,1985-10-27,WAS,CLE,14,7,284,1,264,4,FALSE,3,FALSE,CLE,-2.5,35.5,Cleveland Municipal Stadium,FALSE,53,8,50,NA
198510270det,8,Sun,1985-10-27,DET,MIA,31,21,355,1,341,3,TRUE,2,FALSE,MIA,-6.5,47,Pontiac Silverdome,FALSE,72,0,NA,indoor
198511030ten,9,Sun,1985-11-03,TEN,KC,23,20,377,1,389,3,TRUE,2,FALSE,TEN,-1,39,Houston Astrodome,FALSE,72,0,NA,indoor
198511030min,9,Sun,1985-11-03,MIN,DET,16,13,301,2,153,0,TRUE,-2,FALSE,MIN,-3.5,43,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor
198511030buf,9,Sun,1985-11-03,CIN,BUF,23,17,389,2,268,3,FALSE,1,FALSE,CIN,-3.5,46,Ralph Wilson Stadium,FALSE,50,11,92,NA
198511030ne,9,Sun,1985-11-03,NE,MIA,17,13,380,4,236,4,TRUE,0,FALSE,PICK,0,46.5,Foxboro Stadium,FALSE,48,17,87,NA
198511030gb,9,Sun,1985-11-03,CHI,GB,16,10,253,1,242,1,FALSE,0,FALSE,CHI,-9,41.5,Lambeau Field,FALSE,42,11,80,NA
198511100phi,10,Sun,1985-11-10,PHI,ATL,23,17,330,2,310,2,TRUE,0,FALSE,PHI,-8.5,39.5,Veterans Stadium,FALSE,61,16,64,NA
198511100mia,10,Sun,1985-11-10,MIA,NYJ,21,17,400,5,491,2,TRUE,-3,FALSE,MIA,-3.5,43.5,Orange Bowl,FALSE,76,10,72,NA
198511100min,10,Sun,1985-11-10,GB,MIN,27,17,370,1,311,3,FALSE,2,FALSE,MIN,-5.5,41.5,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor
198511100cin,10,Sun,1985-11-10,CIN,CLE,27,10,370,0,325,3,TRUE,3,FALSE,CIN,-3,43,Cinergy Field,FALSE,61,19,60,NA
198511100was,10,Sun,1985-11-10,DAL,WAS,13,7,338,0,267,3,FALSE,3,FALSE,WAS,-3,40,RFK Memorial Stadium,FALSE,60,17,60,NA
198511110den,10,Mon,1985-11-11,DEN,SF,17,16,336,1,341,0,TRUE,-1,FALSE,SF,-2.5,40,Mile High Stadium,FALSE,17,5,84,NA
198511170ari,11,Sun,1985-11-17,PHI,ARI,24,14,283,1,384,0,FALSE,-1,FALSE,ARI,-2.5,38,Busch Memorial Stadium,FALSE,48,9,72,NA
198511170cle,11,Sun,1985-11-17,CLE,BUF,17,7,294,1,217,3,TRUE,2,FALSE,CLE,-8,35,Cleveland Municipal Stadium,FALSE,45,16,69,NA
198511170sea,11,Sun,1985-11-17,NE,SEA,20,13,285,2,324,4,FALSE,2,FALSE,SEA,-3.5,41,Seattle Kingdome,FALSE,72,0,NA,indoor
198511240nyj,12,Sun,1985-11-24,NYJ,NE,16,13,401,2,399,2,TRUE,0,FALSE,NYJ,-3.5,39,Giants Stadium,FALSE,46,16,55,NA
198511240kc,12,Sun,1985-11-24,KC,IND,20,7,358,1,211,1,TRUE,0,FALSE,KC,-4,41,Arrowhead Stadium,FALSE,22,14,72,NA
198511240lvr,12,Sun,1985-11-24,LVR,DEN,31,28,424,3,291,1,TRUE,-2,FALSE,LVR,-4.5,39,Los Angeles Memorial Coliseum,FALSE,56,11,76,NA
198512080den,14,Sun,1985-12-08,LVR,DEN,17,14,274,5,207,4,FALSE,-1,FALSE,DEN,-3,40.5,Mile High Stadium,FALSE,31,9,63,NA
198512080chi,14,Sun,1985-12-08,CHI,IND,17,10,328,0,232,0,TRUE,0,FALSE,CHI,-19.5,42,Soldier Field,FALSE,31,8,86,NA
198512080buf,14,Sun,1985-12-08,NYJ,BUF,27,7,485,2,436,4,FALSE,2,FALSE,NYJ,-9,36.5,Ralph Wilson Stadium,FALSE,34,15,85,NA
198512090sf,14,Mon,1985-12-09,LAR,SF,27,20,264,1,410,3,FALSE,2,FALSE,SF,-9,40,Candlestick Park,FALSE,48,11,76,NA
198512150was,15,Sun,1985-12-15,WAS,CIN,27,24,383,4,399,3,TRUE,-1,FALSE,WAS,-2,43,RFK Memorial Stadium,FALSE,28,12,46,NA
198512150lac,15,Sun,1985-12-15,LAC,PHI,20,14,417,3,382,3,TRUE,0,FALSE,LAC,-7,50,Qualcomm Stadium,FALSE,55,7,51,NA
198512150dal,15,Sun,1985-12-15,DAL,NYG,28,21,273,1,396,4,TRUE,3,FALSE,DAL,-3,42.5,Texas Stadium,FALSE,36,11,59,NA
198512150cle,15,Sun,1985-12-15,CLE,TEN,28,21,314,1,399,3,TRUE,2,FALSE,CLE,-10,36.5,Cleveland Municipal Stadium,FALSE,16,20,72,NA
198512160mia,15,Mon,1985-12-16,MIA,NE,30,27,269,4,321,4,TRUE,0,FALSE,MIA,-5,44,Orange Bowl,FALSE,65,8,75,NA
198512200sea,16,Fri,1985-12-20,DEN,SEA,27,24,479,0,331,1,FALSE,1,FALSE,PICK,0,43,Seattle Kingdome,FALSE,72,0,NA,indoor
198512220tb,16,Sun,1985-12-22,GB,TB,20,17,331,4,330,4,FALSE,0,FALSE,GB,-2.5,44,Houlihan's Stadium,FALSE,46,8,60,NA
198512220no,16,Sun,1985-12-22,ATL,NO,16,10,432,0,246,2,FALSE,2,FALSE,NO,-6,44,Louisiana Superdome,FALSE,72,0,NA,indoor
198601040mia,Division,Sat,1986-01-04,MIA,CLE,24,21,330,1,313,1,TRUE,0,TRUE,MIA,-10.5,NA,Orange Bowl,FALSE,NA,NA,NA,NA
198601050lvr,Division,Sun,1986-01-05,NE,LVR,27,20,254,2,287,6,FALSE,4,TRUE,LVR,-5.5,NA,Los Angeles Memorial Coliseum,FALSE,NA,NA,NA,NA
198601120mia,Conf. Champ,Sun,1986-01-12,NE,MIA,31,14,326,2,302,6,FALSE,4,TRUE,MIA,-5.5,NA,Orange Bowl,FALSE,NA,NA,NA,NA
198609070min,1,Sun,1986-09-07,DET,MIN,13,10,303,1,275,2,FALSE,1,FALSE,MIN,-3.5,42.5,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor
198609070kc,1,Sun,1986-09-07,KC,CIN,24,14,325,3,283,3,TRUE,0,FALSE,CIN,-1,47,Arrowhead Stadium,FALSE,56,11,75,NA
198609070ari,1,Sun,1986-09-07,LAR,ARI,16,10,269,2,247,2,FALSE,0,FALSE,LAR,-2.5,41,Busch Memorial Stadium,FALSE,60,6,72,NA
198609070tb,1,Sun,1986-09-07,SF,TB,31,7,453,2,286,7,FALSE,5,FALSE,SF,-9,43,Houlihan's Stadium,FALSE,82,5,81,NA
198609070buf,1,Sun,1986-09-07,NYJ,BUF,28,24,390,0,368,2,FALSE,2,FALSE,NYJ,-6,40,Ralph Wilson Stadium,FALSE,56,12,61,NA
198609080dal,1,Mon,1986-09-08,DAL,NYG,31,28,378,2,377,2,TRUE,0,FALSE,NYG,-1.5,41,Texas Stadium,FALSE,71,11,71,NA
198609140ten,2,Sun,1986-09-14,CLE,TEN,23,20,243,1,404,5,FALSE,4,FALSE,TEN,-1.5,40,Houston Astrodome,FALSE,72,0,NA,indoor
198609140chi,2,Sun,1986-09-14,CHI,PHI,13,10,344,4,247,6,TRUE,2,FALSE,CHI,-15.5,38,Soldier Field,FALSE,61,12,70,NA
198609140lar,2,Sun,1986-09-14,LAR,SF,16,13,192,0,325,2,TRUE,2,FALSE,SF,-2.5,41,Anaheim Stadium,FALSE,66,10,66,NA
198609140no,2,Sun,1986-09-14,NO,GB,24,10,289,3,358,7,TRUE,4,FALSE,NO,-2.5,40,Louisiana Superdome,FALSE,72,0,NA,indoor
198609140sea,2,Sun,1986-09-14,SEA,KC,23,17,331,1,265,3,TRUE,2,FALSE,SEA,-5,43,Seattle Kingdome,FALSE,72,0,NA,indoor
198609140nyg,2,Sun,1986-09-14,NYG,LAC,20,7,391,1,262,7,TRUE,6,FALSE,NYG,-3.5,50,Giants Stadium,FALSE,65,17,52,NA
198609140det,2,Sun,1986-09-14,DAL,DET,31,7,388,2,184,3,FALSE,1,FALSE,DAL,-2.5,42,Pontiac Silverdome,FALSE,72,0,NA,indoor
198609210buf,3,Sun,1986-09-21,BUF,ARI,17,10,176,1,381,1,TRUE,0,FALSE,BUF,-3,41,Ralph Wilson Stadium,FALSE,57,8,89,NA
198609210det,3,Sun,1986-09-21,TB,DET,24,20,253,1,379,5,FALSE,4,FALSE,DET,-9,42,Pontiac Silverdome,FALSE,72,0,NA,indoor
198609210lac,3,Sun,1986-09-21,WAS,LAC,30,27,425,1,351,3,FALSE,2,FALSE,LAC,-3,48,Qualcomm Stadium,FALSE,64,8,72,NA
198609210ind,3,Sun,1986-09-21,LAR,IND,24,7,316,2,177,2,FALSE,0,FALSE,LAR,-7.5,40,RCA Dome,FALSE,72,0,NA,indoor
198609210min,3,Sun,1986-09-21,MIN,PIT,31,7,412,1,235,3,TRUE,2,FALSE,MIN,-5,40,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor
198609210kc,3,Sun,1986-09-21,KC,TEN,27,13,223,1,284,3,TRUE,2,FALSE,KC,-3.5,42,Arrowhead Stadium,FALSE,79,15,73,NA
198609280buf,4,Sun,1986-09-28,KC,BUF,20,17,327,1,366,4,FALSE,3,FALSE,BUF,-2,41,Ralph Wilson Stadium,FALSE,64,8,87,NA
198609280nyg,4,Sun,1986-09-28,NYG,NO,20,17,388,3,196,1,TRUE,-2,FALSE,NYG,-10.5,40,Giants Stadium,FALSE,62,9,67,NA
198609280tb,4,Sun,1986-09-28,ATL,TB,23,20,490,2,322,1,FALSE,-1,FALSE,ATL,-6,45,Houlihan's Stadium,FALSE,83,6,68,NA
198609280cle,4,Sun,1986-09-28,CLE,DET,24,21,254,1,333,0,TRUE,-1,FALSE,CLE,-8.5,41.5,Cleveland Municipal Stadium,FALSE,72,10,85,NA
198609280den,4,Sun,1986-09-28,DEN,NE,27,20,338,2,224,1,TRUE,-1,FALSE,DEN,-3,43.5,Mile High Stadium,FALSE,55,8,41,NA
198609280lvr,4,Sun,1986-09-28,LVR,LAC,17,13,377,5,256,4,TRUE,-1,FALSE,LVR,-3,51.5,Los Angeles Memorial Coliseum,FALSE,62,9,75,NA
198609290ari,4,Mon,1986-09-29,DAL,ARI,31,7,287,2,225,4,FALSE,2,FALSE,DAL,-7,45,Busch Memorial Stadium,FALSE,79,12,74,NA
198610050pit,5,Sun,1986-10-05,CLE,PIT,27,24,270,3,308,4,FALSE,1,FALSE,CLE,-3,38.5,Three Rivers Stadium,FALSE,61,17,67,NA
198610120sf,6,Sun,1986-10-12,MIN,SF,27,24,351,3,413,2,FALSE,-1,FALSE,SF,-9.5,41.5,Candlestick Park,FALSE,57,12,77,NA
198610120ind,6,Sun,1986-10-12,NO,IND,17,14,305,3,382,4,FALSE,1,FALSE,NO,-4,37.5,RCA Dome,FALSE,72,0,NA,indoor
198610120gb,6,Sun,1986-10-12,DET,GB,21,14,338,1,279,2,FALSE,1,FALSE,DET,-2.5,39.5,Lambeau Field,FALSE,55,13,93,NA
198610120ten,6,Sun,1986-10-12,CHI,TEN,20,7,360,2,283,1,FALSE,-1,FALSE,CHI,-13.5,41,Houston Astrodome,FALSE,72,0,NA,indoor
198610120cle,6,Sun,1986-10-12,CLE,KC,20,7,356,1,126,2,TRUE,1,FALSE,CLE,-4.5,40,Cleveland Municipal Stadium,FALSE,60,17,66,NA
198610120lac,6,Sun,1986-10-12,DEN,LAC,31,14,403,1,358,2,FALSE,1,FALSE,DEN,-5.5,42.5,Qualcomm Stadium,FALSE,66,10,74,NA
198610120ne,6,Sun,1986-10-12,NYJ,NE,31,24,322,0,400,2,FALSE,2,FALSE,NE,-7,40.5,Foxboro Stadium,FALSE,50,9,80,NA
198610120lvr,6,Sun,1986-10-12,LVR,SEA,14,10,323,2,211,0,TRUE,-2,FALSE,LVR,-3.5,39.5,Los Angeles Memorial Coliseum,FALSE,66,10,71,NA
198610120mia,6,Sun,1986-10-12,MIA,BUF,27,14,447,3,305,4,TRUE,1,FALSE,MIA,-6.5,49,Orange Bowl,FALSE,83,10,72,NA
198610190phi,7,Sun,1986-10-19,DAL,PHI,17,14,389,2,317,0,FALSE,-2,FALSE,DAL,-5.5,40,Veterans Stadium,FALSE,49,8,55,NA
198610190cle,7,Sun,1986-10-19,GB,CLE,17,14,360,1,265,2,FALSE,1,FALSE,CLE,-13,41.5,Cleveland Municipal Stadium,FALSE,43,6,76,NA
198610190cin,7,Sun,1986-10-19,CIN,TEN,31,28,412,1,233,3,TRUE,2,FALSE,CIN,-6.5,45.5,Cinergy Field,FALSE,47,7,66,NA
198610190lar,7,Sun,1986-10-19,LAR,DET,14,10,200,2,372,3,TRUE,1,FALSE,LAR,-7,37.5,Anaheim Stadium,FALSE,63,9,61,NA
198610190was,7,Sun,1986-10-19,WAS,ARI,28,21,354,3,242,1,TRUE,-2,FALSE,WAS,-13,38.5,RFK Memorial Stadium,FALSE,51,10,52,NA
198610260min,8,Sun,1986-10-26,CLE,MIN,23,20,199,2,396,2,FALSE,0,FALSE,MIN,-4,39,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor
198610260kc,8,Sun,1986-10-26,KC,TB,27,20,355,2,216,2,TRUE,0,FALSE,KC,-9.5,42,Arrowhead Stadium,FALSE,51,14,87,NA
198610260gb,8,Sun,1986-10-26,SF,GB,31,17,222,3,464,4,FALSE,1,FALSE,SF,-9,39,Lambeau Field,FALSE,52,15,96,NA
198610260ind,8,Sun,1986-10-26,MIA,IND,17,13,340,0,303,1,FALSE,1,FALSE,MIA,-9,45,RCA Dome,FALSE,72,0,NA,indoor
198610260den,8,Sun,1986-10-26,DEN,SEA,20,13,450,2,214,0,TRUE,-2,FALSE,DEN,-5.5,41,Mile High Stadium,FALSE,50,9,44,NA
198610260lar,8,Sun,1986-10-26,LAR,ATL,14,7,335,5,151,3,TRUE,-2,FALSE,LAR,-3,38,Anaheim Stadium,FALSE,68,7,63,NA
198610260chi,8,Sun,1986-10-26,CHI,DET,13,7,252,3,214,3,TRUE,0,FALSE,CHI,-14.5,39,Soldier Field,FALSE,55,12,90,NA
198610270nyg,8,Mon,1986-10-27,NYG,WAS,27,20,397,0,410,2,TRUE,2,FALSE,NYG,-3.5,38,Giants Stadium,FALSE,52,14,97,NA
198611020nyg,9,Sun,1986-11-02,NYG,DAL,17,14,245,3,408,3,TRUE,0,FALSE,NYG,-3,41,Giants Stadium,FALSE,59,14,83,NA
198611020ari,9,Sun,1986-11-02,ARI,PHI,13,10,190,1,228,0,TRUE,-1,FALSE,PHI,-2.5,37,Busch Memorial Stadium,FALSE,46,11,79,NA
198611020mia,9,Sun,1986-11-02,MIA,TEN,28,7,345,3,301,2,TRUE,-1,FALSE,MIA,-7.5,46,Orange Bowl,FALSE,80,9,75,NA
198611030chi,9,Mon,1986-11-03,LAR,CHI,20,17,278,3,269,3,FALSE,0,FALSE,CHI,-8,35,Soldier Field,FALSE,36,11,72,NA
198611090phi,10,Sun,1986-11-09,NYG,PHI,17,14,265,2,237,2,FALSE,0,FALSE,NYG,-3.5,34,Veterans Stadium,FALSE,64,12,93,NA
198611090det,10,Sun,1986-11-09,MIN,DET,24,10,432,3,282,4,FALSE,1,FALSE,MIN,-3,41,Pontiac Silverdome,FALSE,72,0,NA,indoor
198611090dal,10,Sun,1986-11-09,LVR,DAL,17,13,246,4,313,6,FALSE,2,FALSE,DAL,-3,40,Texas Stadium,FALSE,56,13,68,NA
198611090kc,10,Sun,1986-11-09,KC,SEA,27,7,375,4,133,3,TRUE,-1,FALSE,KC,-1,40,Arrowhead Stadium,FALSE,39,8,56,NA
198611090no,10,Sun,1986-11-09,NO,LAR,6,0,236,5,176,4,TRUE,-1,FALSE,LAR,-2.5,36.5,Louisiana Superdome,FALSE,72,0,NA,indoor
198611160atl,11,Sun,1986-11-16,CHI,ATL,13,10,368,3,159,3,FALSE,0,FALSE,CHI,-7,36.5,Atlanta-Fulton County Stadium,FALSE,55,9,86,NA
198611160lac,11,Sun,1986-11-16,DAL,LAC,24,21,254,1,307,2,FALSE,1,FALSE,DAL,-6,43,Qualcomm Stadium,FALSE,65,7,65,NA
198611160lvr,11,Sun,1986-11-16,LVR,CLE,27,14,323,1,217,2,TRUE,1,FALSE,LVR,-6.5,39,Los Angeles Memorial Coliseum,FALSE,66,6,65,NA
198611160gb,11,Sun,1986-11-16,GB,TB,31,7,437,4,263,3,TRUE,-1,FALSE,GB,-4,38.5,Lambeau Field,FALSE,36,11,66,NA
198611230ten,12,Sun,1986-11-23,TEN,IND,31,17,471,3,242,2,TRUE,-1,FALSE,TEN,-7,41,Houston Astrodome,FALSE,72,0,NA,indoor
198611230cin,12,Sun,1986-11-23,CIN,MIN,24,20,413,2,284,1,TRUE,-1,FALSE,CIN,-3,45,Cinergy Field,FALSE,46,11,81,NA
198611230sea,12,Sun,1986-11-23,SEA,PHI,24,20,340,3,324,0,TRUE,-3,FALSE,SEA,-6,37.5,Seattle Kingdome,FALSE,72,0,NA,indoor
198611270dal,13,Thu,1986-11-27,SEA,DAL,31,14,415,1,328,1,FALSE,0,FALSE,DAL,-7.5,42,Texas Stadium,FALSE,43,10,75,NA
198611300ari,13,Sun,1986-11-30,WAS,ARI,20,17,353,1,271,0,FALSE,-1,FALSE,WAS,-7.5,39,Busch Memorial Stadium,FALSE,36,10,96,NA
198611300kc,13,Sun,1986-11-30,BUF,KC,17,14,336,2,346,3,FALSE,1,FALSE,KC,-6.5,41.5,Arrowhead Stadium,FALSE,42,14,77,NA
198611300chi,13,Sun,1986-11-30,CHI,PIT,13,10,406,3,291,3,TRUE,0,FALSE,CHI,-10,36,Soldier Field,FALSE,40,18,78,NA
198611300cle,13,Sun,1986-11-30,CLE,TEN,13,10,345,4,290,6,TRUE,2,FALSE,CLE,-7,41,Cleveland Municipal Stadium,FALSE,38,12,77,NA
198611300mia,13,Sun,1986-11-30,ATL,MIA,20,14,362,1,375,4,FALSE,3,FALSE,MIA,-8.5,44.5,Orange Bowl,FALSE,78,11,85,NA
198612010sf,13,Mon,1986-12-01,NYG,SF,21,17,397,3,367,1,FALSE,-2,FALSE,SF,-3,40,Candlestick Park,FALSE,51,8,69,NA
198612070was,14,Sun,1986-12-07,NYG,WAS,24,14,333,2,349,7,FALSE,5,FALSE,WAS,-3.5,38,RFK Memorial Stadium,FALSE,38,8,69,NA
198612070sf,14,Sun,1986-12-07,SF,NYJ,24,10,432,1,199,3,TRUE,2,FALSE,SF,-6,43,Candlestick Park,FALSE,53,10,72,NA
198612070buf,14,Sun,1986-12-07,CLE,BUF,21,17,371,1,391,3,FALSE,2,FALSE,CLE,-3,37,Ralph Wilson Stadium,FALSE,33,16,90,NA
198612070pit,14,Sun,1986-12-07,PIT,DET,27,17,421,3,281,3,TRUE,0,FALSE,PIT,-4.5,36,Three Rivers Stadium,FALSE,40,9,48,NA
198612070ne,14,Sun,1986-12-07,CIN,NE,31,7,584,1,291,2,FALSE,1,FALSE,NE,-4.5,46,Foxboro Stadium,FALSE,37,14,51,NA
198612140lvr,15,Sun,1986-12-14,KC,LVR,20,17,263,0,265,7,FALSE,7,FALSE,LVR,-6.5,41,Los Angeles Memorial Coliseum,FALSE,56,6,66,NA
198612140ind,15,Sun,1986-12-14,IND,BUF,24,14,375,0,358,3,TRUE,3,FALSE,BUF,-4,38,RCA Dome,FALSE,72,0,NA,indoor
198612140nyg,15,Sun,1986-12-14,NYG,ARI,27,7,313,2,184,2,TRUE,0,FALSE,NYG,-10.5,37,Giants Stadium,FALSE,26,14,46,NA
198612140tb,15,Sun,1986-12-14,GB,TB,21,7,349,0,242,2,FALSE,2,FALSE,GB,-4,44,Houlihan's Stadium,FALSE,62,11,72,NA
198612150det,15,Mon,1986-12-15,CHI,DET,16,13,273,4,160,2,FALSE,-2,FALSE,CHI,-9.5,38,Pontiac Silverdome,FALSE,72,0,NA,indoor
198612190sf,16,Fri,1986-12-19,SF,LAR,24,14,408,2,229,3,TRUE,1,FALSE,SF,-4.5,40,Candlestick Park,FALSE,50,10,89,NA
198612210dal,16,Sun,1986-12-21,CHI,DAL,24,10,322,6,260,5,FALSE,-1,FALSE,CHI,-3,35,Texas Stadium,FALSE,47,8,81,NA
198612210ari,16,Sun,1986-12-21,ARI,TB,21,17,265,3,243,3,TRUE,0,FALSE,ARI,-12.5,41,Busch Memorial Stadium,FALSE,37,4,79,NA
198612210phi,16,Sun,1986-12-21,WAS,PHI,21,14,264,4,259,0,FALSE,-4,FALSE,WAS,-4,38,Veterans Stadium,FALSE,38,10,60,NA
198701030cle,Division,Sat,1987-01-03,CLE,NYJ,23,20,558,2,287,0,TRUE,-2,TRUE,CLE,-7,41,Cleveland Municipal Stadium,FALSE,NA,NA,NA,NA
