game_id,week,day,date,winner,loser,PtsW,PtsL,YdsW,TOW,YdsL,TOL,atHome,TODiff,schedule_playoff,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail
197909020phi,1,Sun,1979-09-02,PHI,NYG,23,17,315,2,285,2,TRUE,0,FALSE,PHI,-7,31.5,Veterans Stadium,FALSE,76,9,84,NA
197909020kc,1,Sun,1979-09-02,KC,IND,14,0,211,1,308,2,TRUE,1,FALSE,KC,-1,37,Arrowhead Stadium,FALSE,76,8,71,NA
197909030ne,1,Mon,1979-09-03,PIT,NE,16,13,309,2,244,2,FALSE,0,FALSE,PIT,-2,37,Foxboro Stadium,FALSE,78,13,80,NA
197909090kc,2,Sun,1979-09-09,CLE,KC,27,24,402,2,248,1,FALSE,-1,FALSE,PICK,0,36,Arrowhead Stadium,FALSE,71,14,60,NA
197909090det,2,Sun,1979-09-09,WAS,DET,27,24,321,2,374,6,FALSE,4,FALSE,PICK,0,35.5,Pontiac Silverdome,FALSE,72,0,NA,indoor
197909090nyg,2,Sun,1979-09-09,ARI,NYG,27,14,348,4,128,3,FALSE,-1,FALSE,ARI,-3,36,Giants Stadium,FALSE,63,13,54,NA
197909100phi,2,Mon,1979-09-10,ATL,PHI,14,10,247,2,241,2,FALSE,0,FALSE,PHI,-4,35.5,Veterans Stadium,FALSE,65,7,72,NA
197909160atl,3,Sun,1979-09-16,DEN,ATL,20,17,369,2,382,0,FALSE,-2,FALSE,DEN,-3,32,Atlanta-Fulton County Stadium,FALSE,71,15,76,NA
197909160lar,3,Sun,1979-09-16,LAR,SF,27,24,387,1,239,1,TRUE,0,FALSE,LAR,-13,39,Anaheim Stadium,FALSE,83,8,33,NA
197909160cle,3,Sun,1979-09-16,CLE,IND,13,10,321,2,283,0,TRUE,-2,FALSE,CLE,-7,42,Cleveland Municipal Stadium,FALSE,59,9,71,NA
197909160ari,3,Sun,1979-09-16,PIT,ARI,24,21,398,4,212,1,FALSE,-3,FALSE,PIT,-6,40,Busch Memorial Stadium,FALSE,63,5,56,NA
197909160dal,3,Sun,1979-09-16,DAL,CHI,24,20,420,3,318,2,TRUE,-1,FALSE,DAL,-9,37,Texas Stadium,FALSE,68,8,41,NA
197909160sea,3,Sun,1979-09-16,SEA,LVR,27,10,419,0,431,4,TRUE,4,FALSE,SEA,-3,44,Seattle Kingdome,FALSE,72,0,NA,indoor
197909160cin,3,Sun,1979-09-16,NE,CIN,20,14,332,0,198,1,FALSE,1,FALSE,NE,-6,41,Cinergy Field,FALSE,58,7,59,NA
197909230nyg,4,Sun,1979-09-23,PHI,NYG,17,13,326,3,229,2,FALSE,-1,FALSE,PHI,-5,37,Giants Stadium,FALSE,61,16,58,NA
197909230pit,4,Sun,1979-09-23,PIT,IND,17,13,392,4,285,2,TRUE,-2,FALSE,PIT,-14,38,Three Rivers Stadium,FALSE,54,10,65,NA
197909230ari,4,Sun,1979-09-23,WAS,ARI,17,7,191,1,376,5,FALSE,4,FALSE,ARI,-3,39,Busch Memorial Stadium,FALSE,61,8,53,NA
197909230ne,4,Sun,1979-09-23,NE,LAC,27,21,291,2,232,2,TRUE,0,FALSE,NE,-3,44,Foxboro Stadium,FALSE,55,14,72,NA
197909230min,4,Sun,1979-09-23,MIN,GB,27,21,376,2,249,1,TRUE,-1,FALSE,MIN,-1,34,Metropolitan Stadium,FALSE,59,14,53,NA
197909230cin,4,Sun,1979-09-23,TEN,CIN,30,27,361,3,265,2,FALSE,-1,FALSE,TEN,-3,37,Cinergy Field,FALSE,56,11,64,NA
197909300phi,5,Sun,1979-09-30,PHI,PIT,17,14,283,2,308,4,TRUE,2,FALSE,PIT,-4,36,Veterans Stadium,FALSE,68,12,96,NA
197909300det,5,Sun,1979-09-30,MIN,DET,13,10,287,2,193,2,FALSE,0,FALSE,DET,-3,39,Pontiac Silverdome,FALSE,72,0,NA,indoor
197909300no,5,Sun,1979-09-30,NO,NYG,24,14,362,3,285,3,TRUE,0,FALSE,NO,-6,39,Louisiana Superdome,FALSE,72,0,NA,indoor
197909300chi,5,Sun,1979-09-30,TB,CHI,17,13,373,3,234,3,FALSE,0,FALSE,CHI,-1,34,Soldier Field,FALSE,67,9,68,NA
197910010gb,5,Mon,1979-10-01,GB,NE,27,14,317,2,401,6,TRUE,4,FALSE,NE,-7,39,Lambeau Field,FALSE,52,7,88,NA
197910070nyg,6,Sun,1979-10-07,NYG,TB,17,14,220,1,273,3,TRUE,2,FALSE,TB,-6,34,Giants Stadium,FALSE,60,16,55,NA
197910070buf,6,Sun,1979-10-07,CHI,BUF,7,0,258,2,106,2,FALSE,0,FALSE,BUF,-5,40,Ralph Wilson Stadium,FALSE,50,21,74,NA
197910070den,6,Sun,1979-10-07,DEN,LAC,7,0,193,1,374,4,TRUE,3,FALSE,LAC,-1,37,Mile High Stadium,FALSE,67,11,26,NA
197910070cin,6,Sun,1979-10-07,KC,CIN,10,7,200,2,221,2,FALSE,0,FALSE,PICK,0,38,Cinergy Field,FALSE,49,14,68,NA
197910140kc,7,Sun,1979-10-14,DEN,KC,24,10,344,1,166,2,FALSE,1,FALSE,DEN,-1,34,Arrowhead Stadium,FALSE,47,12,43,NA
197910140lac,7,Sun,1979-10-14,LAC,SEA,20,10,391,0,280,1,TRUE,1,FALSE,LAC,-10,44,Qualcomm Stadium,FALSE,72,8,78,NA
197910140mia,7,Sun,1979-10-14,MIA,BUF,17,7,279,1,178,1,TRUE,0,FALSE,MIA,-6,40,Orange Bowl,FALSE,74,12,90,NA
197910140ari,7,Sun,1979-10-14,PHI,ARI,24,20,262,4,322,3,FALSE,-1,FALSE,ARI,-3,38,Busch Memorial Stadium,FALSE,47,9,50,NA
197910140chi,7,Sun,1979-10-14,NE,CHI,27,7,360,2,169,2,FALSE,0,FALSE,NE,-4,37,Soldier Field,FALSE,45,9,47,NA
197910150nyj,7,Mon,1979-10-15,NYJ,MIN,14,7,245,0,310,7,TRUE,7,FALSE,NYJ,-4,42,Giants Stadium,FALSE,50,13,52,NA
197910210kc,8,Sun,1979-10-21,NYG,KC,21,17,226,1,463,4,FALSE,3,FALSE,KC,-6,36,Arrowhead Stadium,FALSE,79,30,57,NA
197910210no,8,Sun,1979-10-21,NO,DET,17,7,284,3,197,4,TRUE,1,FALSE,NO,-7,42,Louisiana Superdome,FALSE,72,0,NA,indoor
197910210was,8,Sun,1979-10-21,WAS,PHI,17,7,327,3,200,4,TRUE,1,FALSE,PHI,-2,38,RFK Memorial Stadium,FALSE,70,9,86,NA
197910210min,8,Sun,1979-10-21,MIN,CHI,30,27,267,2,496,4,TRUE,2,FALSE,MIN,-2,36,Metropolitan Stadium,FALSE,51,12,66,NA
197910280det,9,Sun,1979-10-28,BUF,DET,20,17,424,3,377,1,FALSE,-2,FALSE,BUF,-3,38,Pontiac Silverdome,FALSE,72,0,NA,indoor
197910280ten,9,Sun,1979-10-28,TEN,NYJ,27,24,311,1,357,3,TRUE,2,FALSE,TEN,-6,42,Houston Astrodome,FALSE,72,0,NA,indoor
197910280lar,9,Sun,1979-10-28,NYG,LAR,20,14,234,1,366,4,FALSE,3,FALSE,LAR,-6,37,Anaheim Stadium,FALSE,62,8,82,NA
197910280mia,9,Sun,1979-10-28,MIA,GB,27,7,475,1,196,3,TRUE,2,FALSE,MIA,-11,36,Orange Bowl,FALSE,75,13,65,NA
197910280was,9,Sun,1979-10-28,NO,WAS,14,10,233,2,225,1,FALSE,-1,FALSE,WAS,-6,40,RFK Memorial Stadium,FALSE,51,10,71,NA
197910290atl,9,Mon,1979-10-29,SEA,ATL,31,28,411,4,315,2,FALSE,-2,FALSE,SEA,-2,42,Atlanta-Fulton County Stadium,FALSE,60,9,84,NA
197911040atl,10,Sun,1979-11-04,ATL,TB,17,14,266,1,268,3,TRUE,2,FALSE,ATL,-2,37,Atlanta-Fulton County Stadium,FALSE,49,10,45,NA
197911040kc,10,Sun,1979-11-04,LAC,KC,20,14,315,2,283,4,FALSE,2,FALSE,LAC,-6,37,Arrowhead Stadium,FALSE,47,16,45,NA
197911110ten,11,Sun,1979-11-11,TEN,LVR,31,17,348,2,294,3,TRUE,1,FALSE,TEN,-1,40,Houston Astrodome,FALSE,72,0,NA,indoor
197911120dal,11,Mon,1979-11-12,PHI,DAL,31,21,328,0,408,3,FALSE,3,FALSE,DAL,-10,38,Texas Stadium,FALSE,45,5,65,NA
197911180lvr,12,Sun,1979-11-18,KC,LVR,24,21,363,1,339,3,FALSE,2,FALSE,LVR,-12,38,Oakland Coliseum,FALSE,57,13,66,NA
197911180phi,12,Sun,1979-11-18,PHI,ARI,16,13,287,0,306,0,TRUE,0,FALSE,PHI,-3,39,Veterans Stadium,FALSE,50,8,62,NA
197911180min,12,Sun,1979-11-18,MIN,DET,14,7,295,1,167,3,TRUE,2,FALSE,MIN,-4,37,Metropolitan Stadium,FALSE,47,9,70,NA
197911190lar,12,Mon,1979-11-19,LAR,ATL,20,14,339,3,336,4,TRUE,1,FALSE,LAR,-7,35,Anaheim Stadium,FALSE,59,16,38,NA
197911250ne,13,Sun,1979-11-25,BUF,NE,16,13,281,2,309,4,FALSE,2,FALSE,NE,-10,41,Foxboro Stadium,FALSE,62,11,78,NA
197911250den,13,Sun,1979-11-25,LVR,DEN,14,10,376,2,382,3,FALSE,1,FALSE,DEN,-4,37,Mile High Stadium,FALSE,35,13,62,NA
197911250lac,13,Sun,1979-11-25,LAC,KC,28,7,460,1,190,1,TRUE,0,FALSE,LAC,-10,38,Qualcomm Stadium,FALSE,60,5,70,NA
197911250ind,13,Sun,1979-11-25,MIA,IND,28,24,265,1,416,3,FALSE,2,FALSE,MIA,-4,37,Memorial Stadium (Baltimore),FALSE,63,8,85,NA
197912020ari,14,Sun,1979-12-02,ARI,SF,13,10,286,1,290,2,TRUE,1,FALSE,ARI,-6,43,Busch Memorial Stadium,FALSE,23,9,71,NA
197912020lar,14,Sun,1979-12-02,LAR,MIN,27,21,300,3,409,4,TRUE,1,FALSE,LAR,-7,38,Anaheim Stadium,FALSE,64,9,32,NA
197912020cle,14,Sun,1979-12-02,CLE,TEN,14,7,335,2,249,2,TRUE,0,FALSE,CLE,-1,44,Cleveland Municipal Stadium,FALSE,28,15,70,NA
197912020dal,14,Sun,1979-12-02,DAL,NYG,28,7,316,0,197,3,TRUE,3,FALSE,DAL,-11,38,Texas Stadium,FALSE,41,7,39,NA
197912020tb,14,Sun,1979-12-02,CHI,TB,14,0,164,1,238,5,FALSE,4,FALSE,TB,-4,36,Houlihan's Stadium,FALSE,53,9,48,NA
197912090ind,15,Sun,1979-12-09,KC,IND,10,7,302,2,298,4,FALSE,2,FALSE,PICK,0,36,Memorial Stadium (Baltimore),FALSE,35,11,46,NA
197912100ten,15,Mon,1979-12-10,TEN,PIT,20,17,350,0,338,2,TRUE,2,FALSE,PIT,-3,42.5,Houston Astrodome,FALSE,72,0,NA,indoor
197912150mia,16,Sat,1979-12-15,NYJ,MIA,27,24,322,4,384,4,FALSE,0,FALSE,MIA,-6,45,Orange Bowl,FALSE,75,7,82,NA
197912160atl,16,Sun,1979-12-16,ATL,SF,31,21,263,2,449,3,TRUE,1,FALSE,ATL,-3,45,Atlanta-Fulton County Stadium,FALSE,46,11,73,NA
197912160nyg,16,Sun,1979-12-16,IND,NYG,31,7,387,2,195,5,FALSE,3,FALSE,NYG,-6,37,Giants Stadium,FALSE,39,7,78,NA
197912170lac,16,Mon,1979-12-17,LAC,DEN,17,7,327,4,335,5,TRUE,1,FALSE,LAC,-6,38,Qualcomm Stadium,FALSE,61,7,28,NA
197912230phi,Wild Card,Sun,1979-12-23,PHI,CHI,27,17,315,3,241,3,TRUE,0,TRUE,PHI,-6.5,NA,Veterans Stadium,FALSE,NA,NA,NA,NA
197912230ten,Wild Card,Sun,1979-12-23,TEN,DEN,13,7,282,2,216,1,TRUE,-1,TRUE,TEN,-7,NA,Houston Astrodome,FALSE,72,0,NA,indoor
197912290lac,Division,Sat,1979-12-29,TEN,LAC,17,14,259,1,380,5,FALSE,4,TRUE,LAC,-8,NA,Qualcomm Stadium,FALSE,NA,NA,NA,NA
198001060pit,Conf. Champ,Sun,1980-01-06,PIT,TEN,27,13,358,2,227,3,TRUE,1,TRUE,PIT,-9.5,NA,Three Rivers Stadium,FALSE,NA,NA,NA,NA
198009070nyj,1,Sun,1980-09-07,IND,NYJ,17,14,352,3,226,4,FALSE,1,FALSE,NYJ,-6,41,Giants Stadium,FALSE,75,12,58,NA
198009070pit,1,Sun,1980-09-07,PIT,TEN,31,17,356,4,292,5,TRUE,1,FALSE,PIT,-7,40,Three Rivers Stadium,FALSE,70,8,60,NA
198009070buf,1,Sun,1980-09-07,BUF,MIA,17,7,357,7,200,6,TRUE,-1,FALSE,MIA,-3,35,Ralph Wilson Stadium,FALSE,64,8,66,NA
198009070kc,1,Sun,1980-09-07,LVR,KC,27,14,376,0,276,3,FALSE,3,FALSE,KC,-3,42,Arrowhead Stadium,FALSE,82,10,58,NA
198009140ind,2,Sun,1980-09-14,PIT,IND,20,17,392,1,347,1,FALSE,0,FALSE,PIT,-7,40,Memorial Stadium (Baltimore),FALSE,77,7,64,NA
198009140sf,2,Sun,1980-09-14,SF,ARI,24,21,392,4,342,4,TRUE,0,FALSE,SF,-3,42,Candlestick Park,FALSE,58,16,70,NA
198009140buf,2,Sun,1980-09-14,BUF,NYJ,20,10,362,1,303,1,TRUE,0,FALSE,PICK,0,34,Ralph Wilson Stadium,FALSE,68,13,92,NA
198009140kc,2,Sun,1980-09-14,SEA,KC,17,16,309,2,238,0,FALSE,-2,FALSE,KC,-2,38,Arrowhead Stadium,FALSE,68,9,66,NA
198009140mia,2,Sun,1980-09-14,MIA,CIN,17,16,249,2,314,1,TRUE,-1,FALSE,MIA,-7,35,Orange Bowl,FALSE,77,8,93,NA
198009210atl,3,Sun,1980-09-21,MIA,ATL,20,17,246,1,359,2,FALSE,1,FALSE,ATL,-3,40,Atlanta-Fulton County Stadium,FALSE,77,8,88,NA
198009210lvr,3,Sun,1980-09-21,LVR,WAS,24,21,391,3,240,1,TRUE,-2,FALSE,LVR,-4,40,Oakland Coliseum,FALSE,62,8,74,NA
198009210cle,3,Sun,1980-09-21,CLE,KC,20,13,385,3,251,1,TRUE,-2,FALSE,CLE,-4,38,Cleveland Municipal Stadium,FALSE,76,17,70,NA
198009210det,3,Sun,1980-09-21,DET,ARI,20,7,320,0,324,2,TRUE,2,FALSE,DET,-7.5,42,Pontiac Silverdome,FALSE,72,0,NA,indoor
198009280sf,4,Sun,1980-09-28,ATL,SF,20,17,242,0,401,2,FALSE,2,FALSE,SF,-3,50,Candlestick Park,FALSE,60,19,78,NA
198009280cin,4,Sun,1980-09-28,TEN,CIN,13,10,259,2,250,1,FALSE,-1,FALSE,TEN,-3,36,Cinergy Field,FALSE,58,6,68,NA
198009280ari,4,Sun,1980-09-28,ARI,PHI,24,14,303,1,319,3,TRUE,2,FALSE,PHI,-6,44,Busch Memorial Stadium,FALSE,63,7,64,NA
198009280det,4,Sun,1980-09-28,DET,MIN,27,7,410,1,276,5,TRUE,4,FALSE,DET,-6,43,Pontiac Silverdome,FALSE,72,0,NA,indoor
198009280gb,4,Sun,1980-09-28,DAL,GB,28,7,394,1,264,1,FALSE,0,FALSE,DAL,-10,42,Lambeau Field,FALSE,55,9,82,NA
198009280nyg,4,Sun,1980-09-28,LAR,NYG,28,7,368,2,222,3,FALSE,1,FALSE,LAR,-5,42,Giants Stadium,FALSE,61,11,47,NA
198009280kc,4,Sun,1980-09-28,LAC,KC,24,7,296,0,193,4,FALSE,4,FALSE,LAC,-6,42,Arrowhead Stadium,FALSE,58,8,59,NA
198009280buf,4,Sun,1980-09-28,BUF,LVR,24,7,325,1,179,5,TRUE,4,FALSE,BUF,-2,42,Ralph Wilson Stadium,FALSE,54,9,64,NA
198009280was,4,Sun,1980-09-28,SEA,WAS,14,0,315,2,283,4,FALSE,2,FALSE,WAS,-4,42,RFK Memorial Stadium,FALSE,64,8,60,NA
198010050phi,5,Sun,1980-10-05,PHI,WAS,24,14,312,2,329,1,TRUE,-1,FALSE,PHI,-7,35,Veterans Stadium,FALSE,54,6,59,NA
198010050min,5,Sun,1980-10-05,PIT,MIN,23,17,411,2,318,5,FALSE,3,FALSE,PIT,-8,46,Metropolitan Stadium,FALSE,45,11,60,NA
198010050lvr,5,Sun,1980-10-05,KC,LVR,31,17,220,1,332,8,FALSE,7,FALSE,LVR,-7,39,Oakland Coliseum,FALSE,62,8,83,NA
198010120atl,6,Sun,1980-10-12,NYJ,ATL,14,7,279,0,240,4,FALSE,4,FALSE,ATL,-7,46,Atlanta-Fulton County Stadium,FALSE,59,12,48,NA
198010120pit,6,Sun,1980-10-12,CIN,PIT,17,16,304,1,331,2,FALSE,1,FALSE,PIT,-13,40,Three Rivers Stadium,FALSE,44,13,71,NA
198010120min,6,Sun,1980-10-12,MIN,CHI,13,7,236,2,234,6,TRUE,4,FALSE,MIN,-3,38,Metropolitan Stadium,FALSE,38,7,62,NA
198010130den,6,Mon,1980-10-13,DEN,WAS,20,17,297,2,314,1,TRUE,-1,FALSE,DEN,-6,35,Mile High Stadium,FALSE,61,10,33,NA
198010190mia,7,Sun,1980-10-19,MIA,BUF,17,14,232,3,289,3,TRUE,0,FALSE,BUF,-2,35,Orange Bowl,FALSE,80,8,72,NA
198010190phi,7,Sun,1980-10-19,PHI,DAL,17,10,248,4,249,5,TRUE,1,FALSE,PHI,-3,41,Veterans Stadium,FALSE,61,9,76,NA
198010190den,7,Sun,1980-10-19,KC,DEN,23,17,361,0,268,2,FALSE,2,FALSE,DEN,-4,40,Mile High Stadium,FALSE,49,8,34,NA
198010190sf,7,Sun,1980-10-19,LAR,SF,31,17,419,2,353,2,FALSE,0,FALSE,LAR,-9,50,Candlestick Park,FALSE,55,11,76,NA
198010190nyj,7,Sun,1980-10-19,SEA,NYJ,27,17,329,0,338,2,FALSE,2,FALSE,NYJ,-2,38,Giants Stadium,FALSE,62,14,70,NA
198010190ten,7,Sun,1980-10-19,TEN,TB,20,14,467,4,193,4,TRUE,0,FALSE,TEN,-9,34,Houston Astrodome,FALSE,72,0,NA,indoor
198010190chi,7,Sun,1980-10-19,CHI,DET,24,7,341,2,241,1,TRUE,-1,FALSE,DET,-3,40,Soldier Field,FALSE,47,13,58,NA
198010190cin,7,Sun,1980-10-19,CIN,MIN,14,0,432,1,168,2,TRUE,1,FALSE,CIN,-4,36,Cinergy Field,FALSE,49,10,74,NA
198010260kc,8,Sun,1980-10-26,KC,DET,20,17,293,0,322,2,TRUE,2,FALSE,KC,-3,40,Arrowhead Stadium,FALSE,37,10,63,NA
198010260phi,8,Sun,1980-10-26,PHI,CHI,17,14,305,1,238,2,TRUE,1,FALSE,PHI,-7,34,Veterans Stadium,FALSE,45,21,60,NA
198010260atl,8,Sun,1980-10-26,ATL,LAR,13,10,272,2,317,2,TRUE,0,FALSE,LAR,-3,43,Atlanta-Fulton County Stadium,FALSE,48,11,64,NA
198010260ind,8,Sun,1980-10-26,ARI,IND,17,10,266,2,225,2,FALSE,0,FALSE,IND,-8,41,Memorial Stadium (Baltimore),FALSE,45,24,47,NA
198010270nyj,8,Mon,1980-10-27,NYJ,MIA,17,14,323,3,279,2,TRUE,-1,FALSE,NYJ,-1,37,Giants Stadium,FALSE,47,21,52,NA
198011020ari,9,Sun,1980-11-02,DAL,ARI,27,24,310,2,360,2,FALSE,0,FALSE,DAL,-5,42,Busch Memorial Stadium,FALSE,49,12,59,NA
198011020sea,9,Sun,1980-11-02,PHI,SEA,27,20,363,2,323,0,FALSE,-2,FALSE,PHI,-2,38,Seattle Kingdome,FALSE,72,0,NA,indoor
198011020det,9,Sun,1980-11-02,DET,SF,17,13,411,6,241,2,TRUE,-4,FALSE,DET,-9,42,Pontiac Silverdome,FALSE,72,0,NA,indoor
198011020cin,9,Sun,1980-11-02,LAC,CIN,31,14,389,0,320,3,FALSE,3,FALSE,LAC,-3,43,Cinergy Field,FALSE,42,6,58,NA
198011020kc,9,Sun,1980-11-02,IND,KC,31,24,403,3,251,2,FALSE,-1,FALSE,KC,-1,39,Arrowhead Stadium,FALSE,51,10,52,NA
198011020lvr,9,Sun,1980-11-02,LVR,MIA,16,10,329,4,166,3,TRUE,-1,FALSE,LVR,-7,42,Oakland Coliseum,FALSE,58,6,56,NA
198011030cle,9,Mon,1980-11-03,CLE,CHI,27,21,432,2,275,1,TRUE,-1,FALSE,CLE,-5,40,Cleveland Municipal Stadium,FALSE,48,15,44,NA
198011090tb,10,Sun,1980-11-09,PIT,TB,24,21,229,1,369,3,FALSE,2,FALSE,PIT,-7,43,Houlihan's Stadium,FALSE,74,6,78,NA
198011090lac,10,Sun,1980-11-09,DEN,LAC,20,13,219,0,459,3,FALSE,3,FALSE,LAC,-9,45,Qualcomm Stadium,FALSE,61,6,86,NA
198011090nyj,10,Sun,1980-11-09,BUF,NYJ,31,24,274,0,267,4,FALSE,4,FALSE,BUF,-4,38,Giants Stadium,FALSE,44,12,66,NA
198011160ne,11,Sun,1980-11-16,LAR,NE,17,14,257,2,202,5,FALSE,3,FALSE,NE,-3,48,Foxboro Stadium,FALSE,34,14,46,NA
198011160pit,11,Sun,1980-11-16,PIT,CLE,16,13,319,4,266,1,TRUE,-3,FALSE,PIT,-6,44,Three Rivers Stadium,FALSE,36,8,59,NA
198011160mia,11,Sun,1980-11-16,MIA,SF,17,13,378,3,289,2,TRUE,-1,FALSE,MIA,-8,43,Orange Bowl,FALSE,77,9,90,NA
198011160nyg,11,Sun,1980-11-16,NYG,GB,27,21,406,2,410,4,TRUE,2,FALSE,GB,-2,41,Giants Stadium,FALSE,40,15,53,NA
198011160lac,11,Sun,1980-11-16,LAC,KC,20,7,383,1,183,3,TRUE,2,FALSE,LAC,-8,46,Qualcomm Stadium,FALSE,60,8,37,NA
198011160den,11,Sun,1980-11-16,DEN,NYJ,31,24,390,3,300,1,TRUE,-2,FALSE,DEN,-6,40,Mile High Stadium,FALSE,24,5,75,NA
198011160dal,11,Sun,1980-11-16,DAL,ARI,31,21,460,2,329,1,TRUE,-1,FALSE,DAL,-9,44,Texas Stadium,FALSE,44,18,82,NA
198011160cin,11,Sun,1980-11-16,BUF,CIN,14,0,306,4,213,2,FALSE,-2,FALSE,BUF,-2,36,Cinergy Field,FALSE,34,11,86,NA
198011200mia,12,Thu,1980-11-20,LAC,MIA,27,24,363,1,325,3,FALSE,2,FALSE,LAC,-4,40,Orange Bowl,FALSE,64,12,72,NA
198011230tb,12,Sun,1980-11-23,DET,TB,24,10,262,1,200,4,FALSE,3,FALSE,TB,-3,39,Houlihan's Stadium,FALSE,69,9,77,NA
198011230nyj,12,Sun,1980-11-23,NYJ,TEN,31,28,327,3,472,6,TRUE,3,FALSE,TEN,-6,40,Giants Stadium,FALSE,42,9,59,NA
198011230dal,12,Sun,1980-11-23,DAL,WAS,14,10,199,6,222,2,TRUE,-4,FALSE,DAL,-12,42,Texas Stadium,FALSE,47,8,93,NA
198011230phi,12,Sun,1980-11-23,PHI,LVR,10,7,271,2,275,3,TRUE,1,FALSE,PHI,-6,43,Veterans Stadium,FALSE,37,5,69,NA
198011230cle,12,Sun,1980-11-23,CLE,CIN,31,7,332,1,397,3,TRUE,2,FALSE,CLE,-7,37,Cleveland Municipal Stadium,FALSE,40,13,59,NA
198011240no,12,Mon,1980-11-24,LAR,NO,27,7,393,1,96,3,FALSE,2,FALSE,LAR,-10,47,Louisiana Superdome,FALSE,72,0,NA,indoor
198011270det,13,Thu,1980-11-27,CHI,DET,23,17,302,0,313,0,FALSE,0,FALSE,DET,-3,36,Pontiac Silverdome,FALSE,72,0,NA,indoor
198011300gb,13,Sun,1980-11-30,TB,GB,20,17,373,1,257,1,FALSE,0,FALSE,GB,-4,38,Lambeau Field,FALSE,37,16,65,NA
198011300no,13,Sun,1980-11-30,MIN,NO,23,20,268,2,339,3,FALSE,1,FALSE,MIN,-6,42,Louisiana Superdome,FALSE,72,0,NA,indoor
198011300ten,13,Sun,1980-11-30,CLE,TEN,17,14,194,1,322,5,FALSE,4,FALSE,TEN,-3,39,Houston Astrodome,FALSE,72,0,NA,indoor
198011300sf,13,Sun,1980-11-30,SF,NE,21,17,229,2,343,6,TRUE,4,FALSE,NE,-7,48,Candlestick Park,FALSE,56,8,76,NA
198011300ind,13,Sun,1980-11-30,IND,BUF,28,24,201,3,284,4,TRUE,1,FALSE,BUF,-3,40,Memorial Stadium (Baltimore),FALSE,43,14,52,NA
198012040ten,14,Thu,1980-12-04,TEN,PIT,6,0,268,1,278,5,TRUE,4,FALSE,TEN,-2,40,Houston Astrodome,FALSE,72,0,NA,indoor
198012070phi,14,Sun,1980-12-07,ATL,PHI,20,17,375,3,276,2,FALSE,-1,FALSE,PHI,-6,40,Veterans Stadium,FALSE,46,7,46,NA
198012070cle,14,Sun,1980-12-07,CLE,NYJ,17,14,398,1,298,2,TRUE,1,FALSE,CLE,-9,43,Cleveland Municipal Stadium,FALSE,54,11,83,NA
198012070sea,14,Sun,1980-12-07,NYG,SEA,27,21,311,2,337,2,FALSE,0,FALSE,SEA,-7,43,Seattle Kingdome,FALSE,72,0,NA,indoor
198012070kc,14,Sun,1980-12-07,KC,DEN,31,14,331,2,348,5,TRUE,3,FALSE,DEN,-2,39,Arrowhead Stadium,FALSE,39,11,82,NA
198012070buf,14,Sun,1980-12-07,BUF,LAR,10,7,272,2,215,3,TRUE,1,FALSE,PICK,0,40,Ralph Wilson Stadium,FALSE,43,9,83,NA
198012080mia,14,Mon,1980-12-08,MIA,NE,16,13,291,0,275,0,TRUE,0,FALSE,NE,-3,43,Orange Bowl,FALSE,75,16,58,NA
198012130was,15,Sat,1980-12-13,WAS,NYG,16,13,232,3,253,4,TRUE,1,FALSE,WAS,-7,39,RFK Memorial Stadium,FALSE,49,12,61,NA
198012130lac,15,Sat,1980-12-13,LAC,SEA,21,14,420,4,231,1,TRUE,-3,FALSE,LAC,-11,46,Qualcomm Stadium,FALSE,60,6,48,NA
198012140chi,15,Sun,1980-12-14,CIN,CHI,17,14,294,1,216,5,FALSE,4,FALSE,CHI,-6,35,Soldier Field,FALSE,27,14,60,NA
198012140den,15,Sun,1980-12-14,LVR,DEN,24,21,276,1,507,4,FALSE,3,FALSE,LVR,-3,38,Mile High Stadium,FALSE,41,9,37,NA
198012140ind,15,Sun,1980-12-14,MIA,IND,24,14,318,2,276,2,FALSE,0,FALSE,IND,-3,40,Memorial Stadium (Baltimore),FALSE,37,16,46,NA
198012140det,15,Sun,1980-12-14,DET,TB,27,14,408,2,213,3,TRUE,1,FALSE,DET,-6,39,Pontiac Silverdome,FALSE,72,0,NA,indoor
198012210lar,16,Sun,1980-12-21,LAR,ATL,20,17,447,2,349,3,TRUE,1,FALSE,LAR,-3,44,Anaheim Stadium,FALSE,57,7,79,NA
198012210cin,16,Sun,1980-12-21,CLE,CIN,27,24,313,3,373,4,FALSE,1,FALSE,CLE,-3,38,Cinergy Field,FALSE,14,7,62,NA
198012210ari,16,Sun,1980-12-21,WAS,ARI,31,7,391,2,174,4,FALSE,2,FALSE,ARI,-2,38,Busch Memorial Stadium,FALSE,15,7,54,NA
198012280lvr,Wild Card,Sun,1980-12-28,LVR,TEN,27,7,250,1,275,3,TRUE,2,TRUE,TEN,-1,NA,Oakland Coliseum,FALSE,NA,NA,NA,NA
198101030lac,Division,Sat,1981-01-03,LAC,BUF,20,14,397,3,244,3,TRUE,0,TRUE,LAC,-6,NA,Qualcomm Stadium,FALSE,NA,NA,NA,NA
198101040atl,Division,Sun,1981-01-04,DAL,ATL,30,27,422,2,371,2,FALSE,0,TRUE,ATL,-2.5,NA,Atlanta-Fulton County Stadium,FALSE,NA,NA,NA,NA
