game_id,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,PlayingSurface,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TwoPointConversionReturns,OpponentTwoPointConversionReturns
200410170ne,10/17/2004,2004,6,FALSE,NE,30,20,SEA,NE,-3.5,42,Gillette Stadium,FALSE,52,14,63,NA,Grass,10,10,0,10,0,28,33,31:37:00,18,6,11,0,57,323,4.5,2,29,123,3.3,2,27,17,200,1,1,6,10.5,56.5,74.3,13,6,44.6,0,0,0,3,2,1,1,38,5,41,1,1,1,6,0,0,0,2,72,36.2,2,2,0,0,6,3,11,0,25,21,28:23:00,21,2,16,2,66,396,4.8,1,19,91,3.9,1,45,24,305,0,2,5.4,11.3,48.2,52.5,15,6,42.1,0,0,0,4,1,2,1,0,5,45,1,0,2,6,0,0,0,2,102,33.9,2,2,0,67,89.3,0,0,2,0,0,3.2,17.9,44.6,0,0,-2,0,0,4.5,6,2,0,0,36.2,2,2,0,0,0,0,0,2,2,0,2,13,4,105,2,24,5,1,1,0,29.5,0,0,0,1,1,0,0,3,3,0,1,0,6,153,1,0,42,18,2,6,6,1,0,0,0,0,0,0,6,0,25,0,0,0,0,72,43,22,1,6,3,1,1,0,0,0,0,0,0,0,25,0,0,0,0,88,Sunday,28,47,0,0
200410170no,10/17/2004,2004,6,FALSE,NO,31,38,MIN,MIN,-3.5,53,Louisiana Superdome,FALSE,72,0,NA,indoor,Dome,0,14,7,10,0,26,17,29:19:00,22,8,12,2,57,344,4.8,3,21,142,5.5,2,34,20,202,1,1,4.7,8.2,51.7,65.1,9,3,32.5,2,2,89.3,4,3,4,3,39,3,19,1,0,2,21,0,0,0,3,163,40.9,1,2,2,7,14,10,7,0,27,37,30:41:00,26,6,17,2,61,540,7.1,4,25,168,5.3,0,34,23,372,4,2,8.8,14.3,61.1,109.4,9,6,64.9,0,0,0,5,3,2,2,60,4,31,3,1,2,6,0,0,0,0,0,0,2,1,-2,71.4,71.4,0,0,-1,0,0,7.3,59.6,89.3,0,0,1,0,0,4,5,0,0,0,38.4,3,3,0,0,0,0,0,1,1,0,0,0,6,130,2,0,6,0,0,0,0,4,4,0,0,0,0,0,1,1,0,2,9,5,87,1,50,42,12,2,6,5,1,1,39,0,0,0,0,0,0,26,0,0,0,0,154,40,12,2,21,5,1,0,-24,0,0,0,0,9,0,29,0,0,0,0,0,Sunday,37,36,0,0
200410170nyj,10/17/2004,2004,6,FALSE,NYJ,22,14,SF,NYJ,-9.5,43,Giants Stadium,FALSE,51,17,55,NA,FieldTurf,0,3,6,13,0,29,14,32:16:00,20,8,9,1,55,334,4.8,2,29,136,3.8,2,27,18,198,0,0,5.9,8.9,59.6,79,13,6,44.6,0,0,0,2,2,2,2,52,3,26,0,0,0,0,0,0,0,5,207,34.6,0,2,2,7,7,0,0,0,24,39,27:44:00,17,6,9,1,52,331,5.1,2,24,88,3,1,25,16,243,1,1,7.7,13.5,57.4,83.2,11,4,37.2,0,0,0,1,1,1,1,5,6,54,2,1,2,13,0,0,0,6,247,35.4,2,0,-2,89.3,89.3,0,0,2,0,0,0,89.3,89.3,0,0,-3,0,0,7.7,4,1,1,0,30.6,1,1,0,1,0,1,0,1,1,0,3,39,2,73,1,13,2,0,0,0,27.1,2,2,0,0,0,0,0,0,0,0,1,5,3,65,0,0,40,16,2,13,2,1,1,0,0,0,0,0,23,0,36,0,0,0,0,184,44,20,0,0,2,0,0,-7,0,0,0,0,5,0,21,0,0,0,0,190,Sunday,27,28,0,0
200410170phi,10/17/2004,2004,6,FALSE,PHI,30,8,CAR,PHI,-10,42,Lincoln Financial Field,FALSE,51,18,55,NA,Grass,10,3,10,7,0,19,27,21:30:00,8,2,6,1,42,253,4.8,2,18,72,3.2,2,23,13,180,0,1,6.2,12.9,48,56.5,9,3,32.5,0,0,0,2,1,1,1,75,3,34,0,0,1,6,0,0,0,3,146,36.6,1,3,2,0,0,0,8,0,34,27,38:30:00,19,7,11,0,67,307,3.7,1,28,141,4.1,0,38,21,166,1,3,3.5,6.2,51,32.6,15,5,31.5,2,2,89.3,1,1,0,0,0,6,40,0,0,2,17,0,0,0,5,188,31.4,3,1,-3,44.6,89.3,0,0,1,0,0,3.7,89.3,0,0,0,-1,0,0,3.6,6,1,1,0,32.1,2,2,0,0,0,0,0,2,2,0,0,0,1,59,3,75,2,0,0,0,25.5,0,0,0,1,1,0,0,0,0,0,1,0,4,82,1,0,46,8,2,17,9,0,0,0,0,1,0,0,0,0,59,0,0,0,0,129,26,4,1,6,5,0,0,0,0,0,0,0,0,0,23,0,0,0,0,153,Sunday,24,39,0,0
200410170ten,10/17/2004,2004,6,FALSE,TEN,10,20,HOU,TEN,-5.5,46,Nissan Stadium,FALSE,53,5,56,NA,Grass,0,10,0,0,0,24,20,27:22:00,17,5,9,2,57,272,3.8,1,20,90,3.7,0,37,17,182,1,3,4,8.5,41.3,26.8,12,3,27.5,1,0,0,2,1,1,1,37,3,31,1,0,1,5,0,0,0,5,252,42,3,2,-2,3,10,0,7,0,29,34,32:38:00,17,3,13,1,58,308,4.2,2,33,88,2.1,1,23,14,221,1,1,7.6,13.8,54.9,80.1,12,4,34.4,0,0,0,2,1,1,1,38,3,17,2,1,2,17,0,0,0,4,172,34.5,2,3,2,44.6,89.3,0,0,1,0,0,2.4,44.6,89.3,0,0,-1,0,0,5.7,2,0,0,0,37.8,1,1,0,0,0,0,0,1,1,0,2,14,3,63,1,22,4,2,1,0,31.6,2,2,0,0,0,0,0,2,2,0,3,25,2,54,3,13,42,20,2,17,2,1,1,0,0,0,0,0,11,0,27,0,0,0,0,227,37,8,1,5,7,0,0,-1,0,0,0,0,9,0,21,0,0,0,0,158,Sunday,38,25,0,0
200410180lar,10/18/2004,2004,6,FALSE,LAR,28,21,TB,LAR,-6.5,42.5,Edward Jones Dome,FALSE,72,0,NA,indoor,Dome,7,7,7,7,0,29,6,32:08:00,13,3,8,0,57,289,4.1,3,27,84,2.5,1,27,16,205,2,1,6.1,11.4,53.6,82.5,14,6,44.6,1,1,89.3,1,1,1,1,-4,6,45,1,1,3,30,0,0,0,4,224,44.8,2,3,2,7,7,7,0,0,24,46,27:52:00,15,3,12,0,57,296,4.1,2,20,49,2,1,36,24,247,2,1,5.5,8.2,60.3,83.4,13,5,35.7,1,1,89.3,4,2,2,2,40,2,11,2,2,2,7,0,0,0,3,154,38.4,3,2,-2,89.3,89.3,0,0,-2,0,0,11.8,53.6,89.3,0,0,2,0,0,3.8,4,1,0,0,38.8,3,3,0,0,0,0,0,2,0,0,2,4,3,75,1,0,3,0,0,0,39.5,2,2,0,0,0,0,0,2,0,0,1,13,3,136,1,28,42,4,2,7,4,2,2,85,1,0,0,0,2,0,21,0,0,0,0,194,44,3,3,30,2,1,1,-2,0,0,0,0,13,0,53,0,0,0,0,158,Monday,30,38,0,0
200410240ari,10/24/2004,2004,7,FALSE,ARI,25,17,SEA,SEA,-6.5,40,University of Phoenix Stadium,FALSE,67,6,42,NA,Grass,7,6,3,9,0,65,85,39:51:00,27,11,17,6,127,528,11.7,6,62,212,9.5,3,60,37,316,3,3,14.5,14.4,102,121.2,32,13,70.3,3,0,0,0,0,0,0,15,10,75,6,3,8,38,0,0,3,10,412,68.8,6,11,6,0,3,7,7,0,33,15,20:09:00,20,6,15,3,94,429,12.8,6,23,129,15.3,0,68,23,301,3,11,12.3,21.5,56.9,29,22,11,51.4,0,0,0,3,3,3,3,47,11,58,0,0,3,12,0,0,0,12,406,57.9,11,6,-3,0,0,0,0,-3,0,0,7.7,167,167,0,0,6,0,0,6.7,10,6,3,0,66.8,6,6,0,0,0,0,0,8,8,0,6,6,14,179,11,18,14,0,0,3,53.6,6,6,0,0,0,0,0,3,3,0,11,12,11,154,3,35,47,8,3,12,18,0,0,-7,0,0,3,0,0,0,58,0,0,0,0,401,97,25,8,38,8,6,3,0,0,3,0,0,8,0,47,0,0,0,0,376,Sunday,65,70,0,0
200410240bal,10/24/2004,2004,7,FALSE,BAL,20,6,BUF,BAL,-4.5,31,M&T Bank Stadium,FALSE,46,3,86,NA,Artificial,10,7,0,3,0,48,13,29:08:00,20,12,11,3,94,267,8.1,6,55,167,8.4,3,32,17,100,0,0,8.9,10,87.8,98.7,22,11,51.4,0,0,0,8,3,8,3,271,11,42,3,3,11,43,0,0,0,10,379,63.1,3,14,11,3,0,3,0,0,50,87,30:52:00,25,8,18,3,107,451,11.7,0,38,142,10.3,0,62,33,309,0,11,13.9,15.4,90.3,47.4,27,10,62.6,3,0,0,11,0,8,0,35,14,67,3,3,11,30,0,0,0,11,257,64.3,14,3,-7,55.6,55.6,0,0,0,0,0,17.4,0,0,0,0,0,0,0,16.4,14,0,0,0,57.3,6,6,0,0,0,0,0,8,6,0,6,10,8,102,11,261,8,0,0,0,61.8,0,0,0,0,0,0,0,6,6,0,11,35,14,150,0,0,78,28,11,30,20,3,3,0,0,3,0,0,11,0,42,0,0,0,0,344,73,25,11,43,11,3,3,0,0,0,0,0,27,0,47,0,0,0,0,247,Sunday,38,68,0,0
200410240car,10/24/2004,2004,7,FALSE,CAR,6,17,LAC,CAR,-3,42,Bank of America Stadium,FALSE,57,5,89,NA,Grass,6,0,0,0,0,50,89,30:53:00,33,12,15,11,112,439,10.9,0,50,194,10.9,0,60,28,245,0,3,11.4,14.4,78.8,78.3,23,14,59.6,6,0,0,6,0,3,0,0,13,157,0,0,3,13,0,0,0,11,294,73.5,3,3,0,0,0,10,7,0,48,12,29:07:00,32,10,17,8,100,504,13.9,6,45,190,11.7,6,53,35,314,0,0,16.5,15,109.6,135.7,23,12,83.5,0,0,0,8,6,6,6,30,12,139,3,3,3,13,0,0,0,14,292,58.4,3,3,0,0,0,0,0,0,0,0,2.7,111.4,167,0,0,0,0,0,8.4,8,0,0,0,66,0,0,0,0,0,0,0,8,6,0,3,0,11,125,0,0,11,0,0,0,58.4,6,6,0,0,0,0,0,6,3,0,8,30,8,134,3,0,73,12,3,13,10,3,3,0,0,0,0,0,0,0,38,0,0,0,0,264,75,25,3,13,20,0,0,0,0,0,0,0,17,0,47,0,0,0,0,292,Sunday,62,55,0,0
200410240cle,10/24/2004,2004,7,FALSE,CLE,31,34,PHI,PHI,-7,41.5,FirstEnergy Stadium,FALSE,58,12,82,NA,Grass,7,10,7,7,0,58,42,35:25:00,45,20,20,8,115,658,15.9,11,57,276,13.7,8,53,35,382,3,3,12,18.2,109.6,140.2,27,15,93.9,0,0,0,8,8,6,6,62,17,134,8,6,8,12,0,0,0,14,332,66.5,8,3,-3,14,7,0,10,3,57,55,34:33:00,38,12,25,3,114,815,12,11,38,202,14.8,0,72,47,613,11,3,14.2,21.9,108.7,189.1,17,6,33.4,3,0,0,11,6,8,6,3,18,169,0,0,6,15,0,0,0,14,377,75.5,3,8,6,167,167,0,0,-2,0,0,8.6,83.5,111.4,0,0,3,0,0,12.3,12,0,0,0,66.1,11,11,0,0,0,0,0,3,3,0,6,57,10,172,3,8,10,0,0,0,57.4,11,11,0,0,0,0,0,6,6,0,3,3,12,257,3,0,82,8,6,15,10,0,0,0,0,0,0,0,42,0,38,0,0,0,0,331,87,8,8,12,11,8,6,0,0,0,0,0,3,0,45,0,0,0,0,287,Sunday,58,75,0,0
200410240gb,10/24/2004,2004,7,FALSE,GB,41,20,DAL,GB,-4,44,Lambeau Field,FALSE,53,12,76,NA,Grass,3,17,21,0,0,55,32,33:19:00,38,12,23,6,104,802,12.9,14,52,367,11.9,6,50,40,434,8,0,14.5,18,133.6,227.3,22,15,115.6,0,0,0,14,8,11,8,0,10,67,3,0,3,10,0,0,0,6,130,65.1,0,0,0,6,0,7,7,0,43,68,26:41:00,30,11,20,6,90,605,11.2,6,27,110,11.4,3,60,38,494,3,0,13.7,21.5,106.7,165.1,20,14,69.6,0,0,0,6,3,3,3,15,10,62,6,0,6,20,0,0,0,14,304,60.8,0,0,0,100.2,125.2,0,0,3,0,0,3.2,83.5,167,0,0,-2,0,0,14.8,12,3,3,0,57.6,14,14,0,0,0,0,0,6,6,0,0,0,14,199,0,0,14,0,0,0,60.8,6,6,0,0,0,0,0,6,6,0,3,15,10,114,0,0,63,18,6,22,10,3,0,0,0,0,0,0,0,0,57,0,0,0,0,115,78,23,3,10,6,3,0,-13,0,0,0,0,15,0,32,0,0,0,0,304,Sunday,52,63,0,0
200410240ind,10/24/2004,2004,7,FALSE,IND,24,27,JAX,IND,-9,47,RCA Dome,FALSE,72,0,NA,indoor,Dome,0,14,0,10,0,42,43,25:26:00,38,14,28,3,99,745,12.7,8,30,145,13.4,0,67,45,600,8,0,15,22.2,112.7,201.6,17,10,100.2,0,0,0,8,6,6,3,0,18,104,6,6,3,15,0,0,0,8,240,80.2,6,6,0,0,10,3,14,0,57,57,34:34:00,33,14,25,0,100,691,11.5,6,45,214,13.1,0,50,38,478,6,3,15.9,20.7,128.1,190.4,18,14,76,3,0,0,14,3,3,3,20,10,80,6,3,8,23,0,0,0,3,60,60.1,6,6,0,111.4,83.5,0,0,6,0,0,2.4,33.4,167,0,0,-3,0,0,15.2,14,0,0,0,73.5,8,8,0,0,0,0,0,3,3,0,0,0,10,132,3,0,12,8,3,0,60.1,3,3,0,3,3,0,0,11,11,0,3,20,14,147,0,0,85,28,8,23,8,3,3,0,0,0,0,0,0,0,28,0,0,0,0,220,67,10,3,15,11,3,6,0,0,0,0,0,20,0,45,0,0,0,0,60,Sunday,68,55,0,0
200410240kc,10/24/2004,2004,7,FALSE,KC,56,10,ATL,KC,-3.5,44.5,Arrowhead Stadium,FALSE,59,11,51,NA,Grass,14,21,7,14,0,63,90,38:54:00,60,35,23,3,129,902,11.7,13,82,453,15.3,13,47,33,449,0,0,16,22.4,119.2,169.7,17,10,100.2,0,0,0,13,13,12,12,28,14,75,6,3,0,0,0,0,0,11,282,70.5,3,6,3,3,0,7,0,0,35,10,21:06:00,15,8,14,3,84,371,12.3,3,35,199,15.9,0,42,15,172,0,6,11.4,19,60.1,26.6,18,3,15.2,11,0,0,6,0,3,0,125,8,68,0,0,11,42,0,0,0,11,286,71.5,6,3,-2,167,167,0,0,11,0,0,0,0,0,0,0,-7,0,0,23,13,11,8,0,22.5,13,13,0,0,0,0,0,0,0,0,3,18,6,52,6,10,8,3,3,0,58.4,3,3,0,0,0,0,0,3,3,0,3,125,14,199,0,0,50,11,11,40,12,0,0,0,0,0,0,0,18,0,32,0,0,0,0,90,100,11,0,0,8,6,3,0,0,0,0,3,125,0,45,0,0,0,0,234,Sunday,47,48,0,0
200410240mia,10/24/2004,2004,7,FALSE,MIA,31,14,LAR,LAR,-5,37.5,Sun Life Stadium,FALSE,77,7,71,NA,Natural Grass,7,7,0,17,0,50,99,30:59:00,32,13,15,6,97,539,15.6,11,57,195,9.5,6,30,23,344,6,0,19,24.5,129.9,252.8,22,12,89.8,3,3,167,6,6,3,3,52,11,62,3,0,10,75,0,0,0,11,301,75.2,0,3,3,0,7,0,7,0,48,3,29:01:00,33,10,22,3,104,621,10,6,32,172,15.1,3,67,38,449,3,3,11.2,19.5,96,126.8,22,6,25.7,14,11,133.6,8,6,3,0,-2,12,105,0,0,8,43,0,0,0,14,317,63.5,3,0,-2,167,167,0,0,-5,0,0,25,111.4,0,0,0,8,0,0,11.7,10,6,0,0,67.1,11,11,0,0,0,0,0,3,3,0,11,52,8,155,3,0,8,0,0,0,53.1,6,6,0,0,0,0,0,0,0,0,6,3,10,170,0,0,50,40,8,43,13,0,0,0,0,0,0,0,33,0,89,0,0,0,0,269,63,35,10,75,3,0,0,0,0,0,0,0,3,0,42,0,0,0,0,266,Sunday,40,72,0,0
200410240min,10/24/2004,2004,7,FALSE,MIN,20,3,TEN,MIN,-6,53,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor,Dome,3,14,0,3,0,53,72,32:43:00,33,13,17,6,100,523,14.5,6,45,254,15.6,3,50,40,269,3,0,15.1,11.2,133.6,167.2,18,6,30.4,6,3,83.5,11,6,6,6,122,13,110,0,0,8,37,0,0,0,14,339,67.8,0,11,11,3,0,0,0,0,45,28,27:17:00,27,3,22,6,97,406,11.7,0,23,92,10.9,0,70,33,314,0,8,12.6,15.7,79.5,51.2,18,8,45.6,6,3,83.5,6,0,3,0,20,20,142,8,3,6,17,0,0,0,14,337,67.5,11,0,-7,83.5,167,0,0,-2,0,0,9.1,0,0,0,0,3,0,0,12.6,14,0,0,0,57.1,6,6,0,0,0,0,0,6,6,0,3,6,6,62,8,119,6,0,0,0,66.8,0,0,0,0,0,0,0,3,3,0,8,20,14,182,0,0,58,12,6,17,15,6,3,0,0,0,0,0,6,0,32,0,0,0,0,286,78,18,8,37,14,0,0,0,0,0,0,0,12,0,47,0,0,0,0,334,Sunday,55,73,0,0
200410240ne,10/24/2004,2004,7,FALSE,NE,13,7,NYJ,NE,-6,43.5,Gillette Stadium,FALSE,48,18,75,NA,Grass,3,10,0,0,0,47,99,28:59:00,35,10,20,8,102,573,15.6,3,48,222,12.8,0,48,33,351,3,0,12,17.5,115.2,169,20,14,69.6,0,0,0,6,3,6,3,8,10,89,3,3,8,33,0,0,0,8,184,61.3,3,3,0,0,7,0,0,0,52,3,31:01:00,25,10,13,3,95,448,13.1,3,45,177,10.9,3,50,32,271,0,0,15.1,14.2,105.7,129.2,20,14,69.6,6,3,83.5,6,3,3,3,14,10,62,6,3,0,0,0,0,0,11,225,56.4,3,3,0,83.5,83.5,0,0,-5,0,0,9.4,83.5,167,0,0,8,0,0,0,11,0,0,0,58.4,3,3,0,0,0,0,0,6,6,0,6,8,6,77,0,0,6,0,0,0,55.1,3,3,0,0,0,0,0,0,0,0,3,14,11,110,0,0,73,37,0,0,8,6,3,0,0,0,0,0,8,0,45,0,0,0,0,175,75,40,8,32,6,3,3,6,0,0,0,0,14,0,35,0,0,0,0,220,Sunday,53,50,0,0
200410240nyg,10/24/2004,2004,7,FALSE,NYG,13,28,DET,NYG,-7,40,Giants Stadium,FALSE,50,13,64,NA,Artificial,7,3,0,3,0,53,27,32:16:00,37,15,15,11,110,543,13.7,3,43,125,8.1,0,57,38,418,3,3,12.4,18.2,112.9,144.7,20,11,55.6,8,3,55.6,8,0,3,0,15,11,42,14,3,10,33,0,0,0,6,127,63.5,6,0,-3,7,0,7,14,0,45,73,27:44:00,37,13,20,6,90,543,10,11,48,192,11.2,6,37,30,351,6,0,15.9,19.5,136.6,228.4,17,10,100.2,0,0,0,11,11,6,6,-3,12,109,3,0,8,33,0,0,0,11,242,60.5,0,6,6,0,0,0,0,-5,0,0,15,167,167,0,0,8,0,0,20,11,0,0,0,65.1,3,3,0,0,0,0,0,6,6,0,3,15,11,140,0,0,14,0,0,0,56.8,11,11,0,0,0,0,0,0,0,0,3,6,11,104,3,0,73,23,8,33,3,3,0,0,0,0,0,0,15,0,63,0,0,0,0,130,92,30,10,33,14,14,3,0,0,0,0,0,0,0,35,0,0,0,0,227,Sunday,67,42,0,0
200410240tb,10/24/2004,2004,7,FALSE,TB,19,7,CHI,TB,-7,32,Raymond James Stadium,FALSE,72,8,70,NA,Grass,0,10,3,6,0,53,18,32:11:00,28,13,12,6,102,489,13.4,6,62,230,10.3,3,38,25,259,3,0,11.2,17.2,108.9,165.3,22,10,77.2,0,0,0,11,6,3,3,62,10,68,6,6,3,13,0,0,0,14,362,72.5,6,6,0,0,0,7,0,0,45,82,27:49:00,18,8,10,6,87,279,8.9,3,33,127,10.6,3,47,23,152,0,3,8.9,10.9,83.5,70.8,22,8,38.6,6,0,0,3,3,3,3,8,17,130,3,3,11,42,0,0,0,12,481,68.6,6,6,0,83.5,167,0,0,8,0,0,4.2,167,167,0,0,-5,0,0,20.9,14,0,0,0,58.1,3,3,0,3,0,0,0,6,6,0,6,23,6,75,3,38,6,0,0,0,65.3,3,3,0,0,0,0,0,0,0,0,3,8,14,152,0,0,62,15,11,42,10,3,3,0,0,0,0,0,12,0,42,0,0,0,0,291,77,23,3,13,6,6,6,8,0,0,0,0,8,0,38,0,0,0,0,458,Sunday,40,53,0,0
200410250cin,10/25/2004,2004,7,FALSE,CIN,23,10,DEN,DEN,-7,42.5,Paul Brown Stadium,FALSE,56,4,67,NA,Artificial,7,6,7,3,0,45,52,27:31:00,22,10,10,3,92,536,16.2,6,55,222,11.2,3,35,20,314,3,3,15,26.2,95.4,138.7,22,8,38.6,3,0,0,14,0,0,0,122,15,109,3,0,3,17,0,0,0,14,319,63.8,3,8,6,0,7,3,0,0,53,48,32:29:00,37,13,17,11,115,531,12.8,3,43,205,13.1,0,67,38,326,3,6,13.7,14.2,96,96.5,25,10,66.8,3,0,0,6,3,3,3,6,13,147,6,3,8,43,0,0,0,14,342,68.5,8,3,-3,0,0,0,0,6,0,0,4.5,83.5,167,0,0,-3,0,0,11.7,14,0,0,0,63.1,6,6,0,0,0,0,0,8,8,0,8,42,8,107,6,80,8,0,0,0,53.4,3,3,0,0,0,0,0,6,3,0,3,6,14,114,3,0,63,43,8,43,13,6,3,-5,0,0,0,0,28,0,42,0,0,0,0,316,58,20,3,17,11,3,0,0,0,0,0,0,6,0,35,0,0,0,0,267,Monday,37,72,0,0
200410310buf,10/31/2004,2004,8,FALSE,BUF,38,14,ARI,BUF,-4.5,33.5,Ralph Wilson Stadium,FALSE,57,24,67,NA,Artificial,10,7,0,21,0,48,31,28:18:00,19,15,15,3,94,359,11.2,15,65,220,10,6,29,14,139,6,0,14.2,17.3,80.9,172.3,27,10,64.4,3,3,171.7,15,12,9,9,153,12,94,6,0,0,0,0,0,0,12,531,75.7,0,0,0,0,7,0,7,0,53,72,31:42:00,24,12,12,9,112,366,9.7,6,65,220,10,3,41,15,146,3,0,10.3,16.1,64.4,106.4,27,12,42.9,6,3,85.8,3,3,3,3,27,24,173,9,0,9,27,0,0,0,17,628,62.8,0,0,0,137.4,171.7,0,0,9,0,0,0,171.7,171.7,0,0,-5,0,0,19.1,12,6,3,0,67,15,15,0,0,0,0,0,3,3,0,10,153,9,197,0,0,9,3,0,0,47.6,6,6,0,0,0,0,0,3,0,0,6,27,10,118,0,0,64,65,9,27,12,0,0,-50,0,0,0,0,69,3,149,0,0,0,0,469,57,33,0,0,6,0,0,0,0,0,0,0,14,0,45,0,0,0,0,476,Sunday,29,46,0,0
