game_id,schedule_date,schedule_season,schedule_week,schedule_playoff,team_home,score_home,score_away,team_away,team_favorite_id,spread_favorite,over_under_line,stadium,stadium_neutral,weather_temperature,weather_wind_mph,weather_humidity,weather_detail,PlayingSurface,ScoreQuarter1,ScoreQuarter2,ScoreQuarter3,ScoreQuarter4,ScoreOvertime,TimeOfPossessionMinutes,TimeOfPossessionSeconds,TimeOfPossession,FirstDowns,FirstDownsByRushing,FirstDownsByPassing,FirstDownsByPenalty,OffensivePlays,OffensiveYards,OffensiveYardsPerPlay,Touchdowns,RushingAttempts,RushingYards,RushingYardsPerAttempt,RushingTouchdowns,PassingAttempts,PassingCompletions,PassingYards,PassingTouchdowns,PassingInterceptions,PassingYardsPerAttempt,PassingYardsPerCompletion,CompletionPercentage,PasserRating,ThirdDownAttempts,ThirdDownConversions,ThirdDownPercentage,FourthDownAttempts,FourthDownConversions,FourthDownPercentage,RedZoneAttempts,RedZoneConversions,GoalToGoAttempts,GoalToGoConversions,ReturnYards,Penalties,PenaltyYards,Fumbles,FumblesLost,TimesSacked,TimesSackedYards,QuarterbackHits,TacklesForLoss,Safeties,Punts,PuntYards,PuntAverage,Giveaways,Takeaways,TurnoverDifferential,OpponentScoreQuarter1,OpponentScoreQuarter2,OpponentScoreQuarter3,OpponentScoreQuarter4,OpponentScoreOvertime,OpponentTimeOfPossessionMinutes,OpponentTimeOfPossessionSeconds,OpponentTimeOfPossession,OpponentFirstDowns,OpponentFirstDownsByRushing,OpponentFirstDownsByPassing,OpponentFirstDownsByPenalty,OpponentOffensivePlays,OpponentOffensiveYards,OpponentOffensiveYardsPerPlay,OpponentTouchdowns,OpponentRushingAttempts,OpponentRushingYards,OpponentRushingYardsPerAttempt,OpponentRushingTouchdowns,OpponentPassingAttempts,OpponentPassingCompletions,OpponentPassingYards,OpponentPassingTouchdowns,OpponentPassingInterceptions,OpponentPassingYardsPerAttempt,OpponentPassingYardsPerCompletion,OpponentCompletionPercentage,OpponentPasserRating,OpponentThirdDownAttempts,OpponentThirdDownConversions,OpponentThirdDownPercentage,OpponentFourthDownAttempts,OpponentFourthDownConversions,OpponentFourthDownPercentage,OpponentRedZoneAttempts,OpponentRedZoneConversions,OpponentGoalToGoAttempts,OpponentGoalToGoConversions,OpponentReturnYards,OpponentPenalties,OpponentPenaltyYards,OpponentFumbles,OpponentFumblesLost,OpponentTimesSacked,OpponentTimesSackedYards,OpponentQuarterbackHits,OpponentTacklesForLoss,OpponentSafeties,OpponentPunts,OpponentPuntYards,OpponentPuntAverage,OpponentGiveaways,OpponentTakeaways,OpponentTurnoverDifferential,RedZonePercentage,GoalToGoPercentage,QuarterbackHitsDifferential,TacklesForLossDifferential,QuarterbackSacksDifferential,TacklesForLossPercentage,QuarterbackHitsPercentage,TimesSackedPercentage,OpponentRedZonePercentage,OpponentGoalToGoPercentage,OpponentQuarterbackHitsDifferential,OpponentTacklesForLossDifferential,OpponentQuarterbackSacksDifferential,OpponentTacklesForLossPercentage,OpponentQuarterbackHitsPercentage,OpponentTimesSackedPercentage,Kickoffs,KickoffsInEndZone,KickoffTouchbacks,PuntsHadBlocked,PuntNetAverage,ExtraPointKickingAttempts,ExtraPointKickingConversions,ExtraPointsHadBlocked,ExtraPointPassingAttempts,ExtraPointPassingConversions,ExtraPointRushingAttempts,ExtraPointRushingConversions,FieldGoalAttempts,FieldGoalsMade,FieldGoalsHadBlocked,PuntReturns,PuntReturnYards,KickReturns,KickReturnYards,InterceptionReturns,InterceptionReturnYards,OpponentKickoffs,OpponentKickoffsInEndZone,OpponentKickoffTouchbacks,OpponentPuntsHadBlocked,OpponentPuntNetAverage,OpponentExtraPointKickingAttempts,OpponentExtraPointKickingConversions,OpponentExtraPointsHadBlocked,OpponentExtraPointPassingAttempts,OpponentExtraPointPassingConversions,OpponentExtraPointRushingAttempts,OpponentExtraPointRushingConversions,OpponentFieldGoalAttempts,OpponentFieldGoalsMade,OpponentFieldGoalsHadBlocked,OpponentPuntReturns,OpponentPuntReturnYards,OpponentKickReturns,OpponentKickReturnYards,OpponentInterceptionReturns,OpponentInterceptionReturnYards,SoloTackles,AssistedTackles,Sacks,SackYards,PassesDefended,FumblesForced,FumblesRecovered,FumbleReturnYards,FumbleReturnTouchdowns,InterceptionReturnTouchdowns,BlockedKicks,PuntReturnTouchdowns,PuntReturnLong,KickReturnTouchdowns,KickReturnLong,BlockedKickReturnYards,BlockedKickReturnTouchdowns,FieldGoalReturnYards,FieldGoalReturnTouchdowns,PuntNetYards,OpponentSoloTackles,OpponentAssistedTackles,OpponentSacks,OpponentSackYards,OpponentPassesDefended,OpponentFumblesForced,OpponentFumblesRecovered,OpponentFumbleReturnYards,OpponentFumbleReturnTouchdowns,OpponentInterceptionReturnTouchdowns,OpponentBlockedKicks,OpponentPuntReturnTouchdowns,OpponentPuntReturnLong,OpponentKickReturnTouchdowns,OpponentKickReturnLong,OpponentBlockedKickReturnYards,OpponentBlockedKickReturnTouchdowns,OpponentFieldGoalReturnYards,OpponentFieldGoalReturnTouchdowns,OpponentPuntNetYards,DayOfWeek,PassingDropbacks,OpponentPassingDropbacks,TwoPointConversionReturns,OpponentTwoPointConversionReturns
200712150sf,12/15/2007,2007,15,FALSE,SF,20,13,CIN,CIN,-8.5,43,Candlestick Park,FALSE,49,8,79,NA,Grass,0,14,6,0,0,28,47,35:59:00,18,7,6,1,54,270,3.2,1,30,125,2.7,1,22,17,145,1,0,4.2,5.5,60.1,82.8,12,6,48.1,1,0,0,3,1,1,1,14,2,12,1,0,1,13,0,0,0,1,73,36.4,0,0,0,0,10,0,3,0,19,1,24:01:00,12,1,8,1,40,251,4,1,15,49,2.1,0,25,15,202,1,0,5.2,10.7,49.1,78.3,6,2,24,1,1,40,1,0,1,0,1,1,12,0,0,0,0,3,0,0,2,99,32.8,0,0,0,40,80.1,-3,0,-2,0,0,6.7,0,0,3,0,1,0,10.7,0,3,0,0,0,28,1,1,0,0,0,0,0,1,1,0,1,14,3,79,0,0,3,0,0,0,28,1,1,0,0,0,0,0,1,1,0,1,1,3,63,0,0,22,13,0,0,3,0,0,0,0,0,0,0,10,0,24,0,0,0,0,56,31,26,1,14,4,0,0,0,0,0,0,0,1,0,17,0,0,0,0,84,Saturday,24,25,0,0
200712160car,12/16/2007,2007,15,FALSE,CAR,13,10,SEA,SEA,-8,37,Bank of America Stadium,FALSE,40,11,76,NA,Grass,0,0,0,13,0,28,18,35:22:00,12,1,8,1,52,258,3.2,1,30,91,1.9,1,22,15,167,0,0,4.9,7,56.4,74.3,14,6,40,1,0,0,1,0,0,0,14,3,43,1,0,0,0,3,0,0,3,188,37.6,0,1,1,0,0,0,10,0,19,30,24:38:00,14,1,11,1,46,226,3.1,1,11,35,2,0,33,22,191,1,0,3.7,5.6,52.8,71.5,8,2,20,0,0,0,1,1,0,0,34,2,12,2,1,2,29,0,0,0,5,260,32.5,1,0,-1,0,0,3,0,2,0,5.8,0,40,0,-3,0,-2,0,0,4.4,3,1,1,0,30.9,1,1,0,0,0,0,0,2,1,0,1,14,1,13,0,0,2,1,1,0,26.8,1,1,0,0,0,0,0,1,1,0,3,34,1,35,0,0,32,7,2,29,2,1,1,-3,0,0,0,0,14,0,13,0,0,0,0,155,41,10,0,0,2,0,0,-4,0,0,0,0,10,0,25,0,0,0,0,214,Sunday,22,35,0,0
200712160cle,12/16/2007,2007,15,FALSE,CLE,8,0,BUF,CLE,-5,37,FirstEnergy Stadium,FALSE,31,19,82,NA,Grass,3,5,0,0,0,25,38,31:47:00,13,5,5,0,50,244,3.1,0,30,139,3,0,19,6,104,0,0,3.5,11.5,30,44.8,11,3,22.9,1,0,0,1,0,0,0,3,1,12,1,0,1,4,3,0,1,4,186,26.5,0,0,0,0,0,0,0,0,22,10,28:13:00,7,3,4,0,52,186,2.3,0,26,87,2.2,0,26,10,99,0,0,2.4,6.1,31.6,40.5,13,2,15.1,3,1,32,1,0,0,0,14,1,12,1,0,0,0,1,0,0,4,201,28.8,0,0,0,0,0,3,0,-1,0,12.2,4,0,0,-3,0,1,0,2.6,0,2,0,0,0,22.2,0,0,0,0,0,0,0,1,1,0,1,3,1,21,0,0,1,0,0,0,28.1,0,0,0,0,0,0,0,0,0,0,1,14,2,40,0,0,34,8,0,0,2,0,0,0,0,0,0,0,3,0,21,0,0,0,0,155,36,6,1,4,2,0,0,-19,0,0,0,0,6,0,14,0,0,0,0,197,Sunday,20,26,0,0
200712160dal,12/16/2007,2007,15,FALSE,DAL,6,10,PHI,DAL,-10,49,Texas Stadium,FALSE,38,13,54,NA,Artificial,0,3,3,0,0,21,2,26:03:00,7,1,6,1,44,192,2.8,0,12,42,2.2,0,29,10,150,0,2,3.3,11.5,28.9,15.3,10,1,4.9,1,1,80.1,2,0,1,0,16,4,36,1,0,3,22,4,0,0,4,281,40.1,2,1,-2,0,7,0,3,0,26,46,33:57:00,16,5,7,1,58,252,2.8,1,22,107,3.2,0,33,18,145,1,0,2.8,5.1,44.9,60.4,13,3,25,0,0,0,2,1,2,1,64,3,28,2,1,3,22,2,0,0,5,251,31.3,1,2,1,0,0,3,0,0,0,12.5,10,26.7,26.7,-3,0,0,0,4.8,5.7,2,0,0,0,32.9,0,0,0,0,0,0,0,1,1,0,2,16,2,49,0,0,2,0,0,0,27.3,1,1,0,0,0,0,0,1,1,0,3,34,2,63,2,30,38,3,3,22,3,2,1,0,0,0,0,0,7,0,22,0,0,0,0,231,24,4,2,18,4,1,0,0,0,0,0,0,11,0,27,0,0,0,0,219,Sunday,32,36,0,0
200712160kc,12/16/2007,2007,15,FALSE,KC,17,26,TEN,TEN,-3.5,34.5,Arrowhead Stadium,FALSE,17,9,80,NA,Grass,0,14,3,0,0,23,14,29:18:00,14,4,6,0,51,245,3.1,1,17,71,2.7,0,34,20,174,1,1,3.2,5.6,46.5,54.2,14,7,51.8,1,1,80.1,2,1,1,1,4,5,49,1,1,0,0,2,0,0,3,143,35.6,2,0,-2,7,3,10,6,0,24,34,30:42:00,15,6,6,0,50,262,3.3,1,29,119,2.6,0,21,13,143,1,0,4.4,7.2,49.3,86.3,7,2,21.9,0,0,0,3,1,1,0,25,3,28,1,0,1,8,0,0,0,3,144,36,0,2,2,53.4,80.1,2,0,1,0,7.1,0,16,0,-2,0,-1,0,0,2.4,3,1,1,0,31.6,1,1,0,0,0,0,0,1,1,0,1,4,4,109,0,0,4,0,0,0,34.8,1,1,0,0,0,0,0,3,3,0,2,16,1,31,1,7,38,18,1,8,3,0,0,0,0,0,0,0,4,0,31,0,0,0,0,127,35,12,0,0,5,0,1,0,0,0,0,0,8,0,21,0,0,0,0,139,Sunday,34,22,0,0
200712160mia,12/16/2007,2007,15,FALSE,MIA,22,16,BAL,BAL,-3,37.5,Sun Life Stadium,FALSE,78,12,74,NA,Grass,0,3,7,6,6,28,26,35:33:00,17,3,12,1,58,288,3.1,1,23,58,1.6,1,31,18,231,1,0,4.7,10,47.3,72.5,15,6,42.1,1,1,80.1,3,1,1,1,25,3,20,1,0,3,22,6,0,0,3,161,32.2,0,1,1,3,10,0,3,0,25,10,31:13:00,17,6,7,1,56,276,3.1,1,29,131,2.9,0,24,12,146,1,1,3.9,7.8,40,53.1,14,6,40,0,0,0,2,1,1,0,12,1,3,0,0,3,21,4,0,0,3,160,40,1,0,-1,20,40,2,0,-1,0,21.2,11.4,26.7,0,-2,0,1,0,10.9,7.6,4,1,1,0,29.8,1,1,0,0,0,0,0,2,2,0,2,25,3,90,1,0,3,1,0,0,29.8,1,1,0,0,0,0,0,3,2,1,1,12,1,11,0,0,39,4,3,21,4,0,0,0,0,0,1,0,10,0,34,0,0,0,0,149,42,3,3,22,5,1,0,0,0,0,0,0,7,0,11,0,0,0,0,119,Sunday,35,27,0,0
200712160ne,12/16/2007,2007,15,FALSE,NE,20,10,NYJ,NE,-20.5,41,Gillette Stadium,FALSE,30,24,79,NA,Artificial,7,10,0,3,0,26,30,33:37:00,13,4,5,1,50,212,2.7,1,28,105,2.4,1,22,11,107,0,1,3.2,6.2,41.6,40.5,13,4,30,1,1,80.1,2,1,1,1,3,4,38,0,0,1,4,6,0,0,4,171,28.6,1,1,1,0,7,0,3,0,21,18,26:23:00,10,1,6,1,50,187,2.4,1,14,72,3.4,0,32,20,115,0,1,2.3,3.7,50.1,47.1,11,2,17.1,2,1,26.7,3,0,1,0,11,4,34,3,1,3,32,2,0,0,3,102,25.5,1,1,-1,26.7,80.1,4,0,3,0,17.8,3.6,0,0,-6,0,-3,0,6.9,7.1,3,0,0,1,24,1,1,0,0,0,0,0,1,1,0,0,0,2,47,1,3,2,1,0,1,21.5,1,1,0,0,0,0,0,1,1,0,1,11,3,104,1,0,33,5,3,32,3,1,1,3,0,1,1,0,0,0,22,0,0,0,0,144,39,7,1,4,3,0,0,-7,0,0,1,0,11,0,39,21,1,0,0,86,Sunday,22,36,0,0
200712160no,12/16/2007,2007,15,FALSE,NO,31,24,ARI,NO,-3.5,49.5,Louisiana Superdome,FALSE,72,0,NA,indoor,Dome,7,14,10,0,0,25,42,31:52:00,19,5,12,1,48,337,4.5,3,23,91,2.5,1,24,21,246,1,0,6.5,7.6,69.4,105.4,6,3,35.6,1,1,80.1,3,2,1,1,25,2,12,3,1,1,5,3,0,0,1,78,38.8,1,1,0,7,7,7,3,0,22,5,28:08:00,14,3,10,0,43,254,3.8,2,18,83,3,0,24,15,171,2,1,4.6,7.3,50.7,83.3,7,2,21.9,1,1,80.1,3,2,1,1,21,6,62,2,1,1,15,1,0,0,2,111,37.1,1,1,0,60.1,80.1,1,0,1,0,10,3.2,60.1,80.1,-2,0,-1,0,4.2,4,4,1,1,0,28.4,3,3,0,0,0,0,0,1,1,0,1,0,3,83,1,25,3,3,0,0,37.1,2,2,0,0,0,0,0,1,1,0,1,21,3,74,0,0,33,11,1,15,4,1,1,16,0,0,0,0,0,0,19,0,0,0,0,57,39,8,1,5,1,1,1,30,0,0,0,0,23,0,22,0,0,0,0,111,Sunday,25,26,0,0
200712160nyg,12/16/2007,2007,15,FALSE,NYG,10,22,WAS,NYG,-6.5,36.5,Giants Stadium,FALSE,34,23,77,NA,Artificial,0,3,7,0,0,25,3,31:05:00,16,4,8,1,66,246,2.4,1,22,111,3.2,0,42,14,135,1,0,2.1,6,27.2,40,16,3,20,3,1,32,1,1,0,0,16,2,28,1,1,1,13,4,0,0,4,191,27.3,1,0,-1,3,13,6,0,0,22,44,28:55:00,11,4,4,1,50,248,3.2,1,28,123,2.8,1,20,5,125,0,0,4,15.6,25.6,43.9,12,2,16,0,0,0,3,1,1,0,1,3,28,0,0,1,6,3,0,0,6,271,30.1,0,1,1,40,0,1,0,0,0,20.7,3.6,40,0,-2,0,0,0,5.8,4.7,2,0,0,0,27.2,1,1,0,0,0,0,0,1,1,0,2,16,3,82,0,0,3,0,0,0,28.3,1,1,0,1,0,0,0,2,2,0,3,1,2,44,0,0,33,6,1,6,4,0,0,0,0,0,0,0,5,0,30,0,0,0,0,191,37,12,1,13,8,1,1,0,0,0,0,0,3,0,17,0,0,0,0,255,Sunday,44,22,0,0
200712160pit,12/16/2007,2007,15,FALSE,PIT,22,29,JAX,PIT,-3,34.5,Heinz Field,FALSE,33,16,84,NA,Grass,0,7,0,15,0,18,17,22:21:00,10,4,4,0,44,174,2.5,2,14,92,4.1,0,26,12,82,2,0,2.1,4.4,37.6,68.6,10,3,30.8,1,0,0,1,1,0,0,50,3,27,1,0,3,32,2,0,0,4,229,32.8,0,1,1,3,7,12,7,0,30,31,37:39:00,20,10,7,1,60,337,3.6,3,34,179,3.4,1,26,14,158,2,1,3.8,7.4,41.3,70.1,11,3,28.6,2,2,80.1,3,2,1,1,12,1,6,0,0,0,0,5,0,0,3,116,23.2,1,0,-1,80.1,0,-4,0,-4,0,5.8,13.5,60.1,80.1,3,0,3,0,17.3,0,3,1,1,0,31,1,1,0,1,1,0,0,0,0,0,1,8,3,48,1,40,4,1,1,0,21.3,2,1,0,0,0,1,0,1,1,0,3,12,2,44,0,0,38,26,0,0,4,0,0,0,0,0,0,0,8,0,23,0,0,0,0,217,28,10,3,32,1,1,0,0,0,0,0,0,6,0,15,0,0,0,0,107,Sunday,30,26,0,0
200712160lac,12/16/2007,2007,15,FALSE,LAC,51,14,DET,LAC,-9.5,46,Qualcomm Stadium,FALSE,54,5,56,NA,Grass,17,17,10,7,0,33,26,41:32:00,21,11,7,1,60,333,3.5,4,42,219,3.3,3,18,11,114,1,0,4.2,6.5,50.9,77.8,14,7,48.9,1,0,0,5,3,4,3,58,3,20,0,0,0,0,1,0,0,1,83,41.3,0,4,4,0,7,7,0,0,14,22,18:28:00,15,1,14,0,45,263,3.8,1,6,21,1.9,0,38,21,242,1,3,4.1,7.4,44.3,39.7,6,3,35.6,1,0,0,1,1,1,1,0,4,30,1,1,0,0,1,0,0,2,102,33.9,4,0,-5,50.1,57.2,1,0,0,0,2.8,0,80.1,80.1,-1,0,0,0,2.9,0,6,0,0,0,33.2,4,4,0,0,0,0,0,2,2,0,1,6,2,50,3,50,2,1,0,0,31.5,1,1,0,0,0,0,0,0,0,0,0,0,6,125,0,0,26,4,0,0,5,1,1,1,0,1,0,0,6,0,23,0,0,0,0,66,47,11,0,0,1,0,0,0,0,0,0,0,0,0,18,0,0,0,0,95,Sunday,18,38,0,0
200712160lar,12/16/2007,2007,15,FALSE,LAR,14,33,GB,GB,-7,47,Edward Jones Dome,FALSE,72,0,NA,indoor,Dome,7,7,0,0,0,29,19,36:24:00,17,4,8,1,59,292,3.1,1,25,139,3.6,1,31,16,153,1,1,3.1,6.2,41.1,42,12,4,32,2,1,26.7,1,1,1,1,-6,10,74,1,0,3,22,2,0,0,3,127,31.9,1,2,1,7,10,10,6,0,18,29,23:36:00,14,1,6,3,42,222,3.3,2,18,42,1.5,1,24,15,180,1,1,4.8,7.6,50.7,64.5,7,3,36.4,0,0,0,2,1,1,1,45,4,28,1,1,0,0,4,0,0,1,48,48.1,2,1,-1,80.1,80.1,-2,0,-3,0,6.4,9.3,53.4,80.1,2,0,3,0,11.2,0,2,1,0,0,25.8,1,1,0,0,0,0,0,1,0,0,0,0,4,97,1,5,5,4,1,0,32,2,2,0,0,0,0,0,3,3,0,2,24,2,104,1,21,28,1,0,0,3,1,1,0,0,0,0,0,0,0,17,0,0,0,0,103,42,3,3,22,3,1,0,0,0,0,0,0,13,0,53,0,0,0,0,32,Sunday,34,24,0,0
200712160tb,12/16/2007,2007,15,FALSE,TB,37,3,ATL,TB,-12.5,37.5,Raymond James Stadium,FALSE,71,17,74,NA,Grass,14,13,3,7,0,34,47,42:59:00,17,6,5,2,60,228,2.4,3,38,152,2.6,1,20,12,76,1,1,2.4,4,48.1,51.7,15,6,38,1,1,80.1,3,1,1,1,50,3,35,0,0,1,11,1,0,0,3,110,27.4,1,3,2,3,0,0,0,0,14,1,17:01:00,3,3,1,0,29,107,2.4,0,16,85,3.4,0,12,3,22,0,1,1.2,4.4,21.4,0,6,0,0,0,0,0,1,0,0,0,0,3,38,2,1,1,4,4,0,0,4,219,36.4,3,1,-2,32,80.1,-4,0,-1,0,10,7.4,0,0,3,0,1,0,20.7,4,4,2,0,0,27.4,3,3,0,0,0,0,0,2,2,0,3,25,1,78,1,25,1,0,0,0,29.6,0,0,0,0,0,0,0,1,1,0,1,0,4,100,1,0,20,3,1,4,3,2,1,0,0,1,0,0,5,1,72,0,0,0,0,110,48,8,1,11,2,0,0,0,0,0,0,0,0,0,25,0,0,0,0,178,Sunday,22,13,0,0
200712170min,12/17/2007,2007,15,FALSE,MIN,20,13,CHI,MIN,-10.5,43.5,Hubert H. Humphrey Metrodome,FALSE,72,0,NA,indoor,Dome,0,6,6,8,0,28,36,35:45:00,17,6,6,2,52,298,3.7,1,27,109,2.6,1,23,14,189,0,2,5.2,10.5,49.7,38.6,11,3,28.6,1,1,80.1,1,1,1,1,43,3,24,1,1,1,10,3,0,0,4,223,37.1,3,1,-2,3,10,0,0,0,19,12,24:15:00,7,2,4,1,45,167,2.4,1,14,26,1.2,1,30,18,142,0,1,3,5.1,46.4,47.1,11,1,4.6,1,1,40,1,1,1,1,64,7,76,1,0,1,4,6,0,0,6,316,35.1,1,3,2,80.1,80.1,-3,0,-1,0,10.3,6.5,40,80.1,3,0,1,0,23.2,1.7,3,0,0,0,33.2,1,0,0,0,0,1,1,1,1,0,2,10,3,56,1,33,3,1,0,0,32.1,1,1,0,0,0,0,0,1,1,0,3,23,3,62,2,41,29,6,1,4,2,1,0,-1,0,0,0,0,4,0,20,0,0,0,0,199,37,11,1,10,3,0,1,-2,0,0,0,0,14,0,27,0,0,0,0,289,Monday,25,31,0,0
200712200lar,12/20/2007,2007,16,FALSE,LAR,24,41,PIT,PIT,-8,43,Edward Jones Dome,FALSE,72,0,NA,indoor,Dome,7,10,7,0,0,38,73,23:44:00,28,8,21,3,96,522,14.7,8,25,149,16.4,0,69,35,373,8,5,14.7,17.8,82.6,115.9,23,12,82.6,5,0,0,5,5,0,0,33,8,33,5,0,3,15,12,0,0,8,253,84.3,5,0,-3,7,17,7,10,0,59,26,36:16:00,40,20,20,0,102,702,11.4,14,61,274,12.3,3,35,28,428,8,0,20.3,25.1,133.8,260.4,17,11,66.1,3,3,165.2,14,8,3,3,89,5,59,5,0,11,56,12,0,0,5,173,86.7,0,5,5,165.2,0,0,0,8,0,46.3,2.3,99.1,165.2,0,0,-5,0,26.9,26.4,14,3,0,0,71.5,8,8,0,0,0,0,0,3,3,0,5,33,13,378,0,0,13,16,0,0,70.2,14,14,0,0,0,0,0,5,5,0,5,8,14,241,5,84,86,5,11,56,0,5,0,0,0,0,0,0,20,0,81,0,0,0,0,215,56,8,3,13,15,3,0,0,0,3,0,0,18,0,56,0,0,0,0,140,Thursday,71,41,0,0
200712220car,12/22/2007,2007,16,FALSE,CAR,13,20,DAL,DAL,-10.5,42.5,Bank of America Stadium,FALSE,45,12,70,NA,Grass,0,7,3,3,0,35,0,21:00:00,20,5,15,3,78,357,12.6,3,23,114,13.4,0,46,25,243,3,3,14.2,16.2,88.5,108.4,18,5,30.1,3,3,165.2,8,3,5,0,69,8,25,0,0,14,58,0,0,0,16,426,71,3,3,0,7,10,0,3,0,64,0,39:00:00,41,13,26,3,131,669,13.9,5,61,244,10.9,3,69,46,425,3,3,10.1,15.2,110.2,134.1,28,12,68.1,8,8,165.2,8,5,5,5,46,14,64,5,0,0,0,15,0,0,11,291,72.7,3,3,0,55,0,-15,0,-8,0,0,15.2,110.2,165.2,15,0,14,0,45.1,0,11,0,0,0,60,3,3,0,0,0,0,0,5,5,0,5,69,11,170,3,0,14,0,0,0,47.1,5,5,0,0,0,0,0,5,5,0,11,33,11,116,3,13,91,23,0,0,16,3,0,0,0,0,0,0,56,0,69,0,0,0,0,360,50,16,14,59,13,0,0,-2,0,0,0,0,16,0,59,0,0,0,0,188,Saturday,55,69,0,0
200712230ari,12/23/2007,2007,16,FALSE,ARI,30,27,ATL,ARI,-10.5,43.5,University of Phoenix Stadium,FALSE,72,0,NA,indoor,Grass,7,17,0,3,3,61,15,37:09:00,40,3,36,3,132,722,15,8,46,112,6.5,0,86,58,610,8,0,11.7,17.3,111.2,176.7,26,16,62,3,3,165.2,16,8,5,5,-3,11,94,3,0,0,0,16,0,0,12,430,61.3,0,3,3,7,7,0,13,0,46,35,28:21:00,35,16,21,5,111,669,16.4,8,38,169,12,3,69,46,501,5,3,11.9,17.8,110.2,154.7,25,16,66.1,3,3,165.2,14,5,8,5,61,17,122,0,0,5,20,8,0,0,14,330,66.1,3,0,-2,82.6,165.2,8,0,5,0,22.5,0,66.1,110.2,-5,0,-3,0,15.8,12.3,14,8,0,0,47.9,8,8,0,0,0,0,0,8,8,0,3,0,12,268,3,0,12,0,0,0,66.1,8,8,0,0,0,0,0,5,5,0,8,61,14,220,0,0,83,16,5,20,8,0,0,-3,0,0,0,0,0,0,66,0,0,0,0,335,97,16,0,0,11,0,0,0,0,0,0,0,26,0,48,0,0,0,0,330,Sunday,86,73,0,0
200712230buf,12/23/2007,2007,16,FALSE,BUF,21,38,NYG,NYG,-3,32,Ralph Wilson Stadium,FALSE,44,22,78,NA,Artificial,14,0,7,0,0,41,91,25:55:00,26,16,15,3,94,403,11.7,8,46,193,11.5,3,43,15,210,5,8,13.4,23.3,57.2,61.7,15,3,18.3,3,0,0,8,8,8,8,41,16,74,11,3,8,56,5,0,0,12,441,62.9,11,11,0,0,17,0,21,0,56,14,34:05:00,28,15,16,5,106,633,16.4,14,78,477,10.1,8,25,12,155,0,5,10.4,22.1,77.1,45.4,23,16,70.9,5,0,0,11,3,5,3,155,11,41,14,5,5,28,16,0,0,8,198,66.1,11,11,0,165.2,165.2,-7,0,-2,0,19.5,10.3,41.3,82.6,11,0,3,0,34.2,19.5,11,5,0,0,60,8,8,0,0,0,0,0,0,0,0,3,33,8,107,5,14,12,11,8,0,55,14,14,0,0,0,0,0,3,3,0,14,21,11,164,8,134,84,21,3,17,8,3,5,-23,0,0,0,0,33,0,40,0,0,0,0,420,55,26,8,56,12,8,3,-7,0,5,0,0,15,0,59,0,0,0,0,165,Sunday,48,28,0,0
200712230chi,12/23/2007,2007,16,FALSE,CHI,35,7,GB,GB,-7.5,32,Soldier Field,FALSE,31,26,80,NA,Grass,3,10,15,7,0,55,55,33:33:00,23,13,16,0,97,396,11.2,11,73,225,8.5,3,25,15,172,3,0,11.4,19.2,99.1,170.5,25,16,66.1,8,5,110.2,14,5,8,5,152,16,50,0,0,0,0,8,0,0,11,231,57.8,0,5,5,0,7,0,0,0,43,45,26:27:00,21,11,15,0,89,453,13.9,3,35,206,16.4,3,53,28,246,0,5,12.8,14.5,87.7,65.6,20,8,41.3,8,3,55,5,0,0,0,13,3,17,11,0,3,11,3,0,0,14,157,31.4,5,0,-3,66.1,110.2,5,0,3,0,15,0,0,0,-3,0,-2,0,11.1,8.2,12,0,0,0,54.5,8,8,0,3,3,0,0,5,5,0,0,0,3,3,5,152,5,3,3,5,24.8,3,3,0,0,0,0,0,0,0,0,3,13,12,84,0,0,63,16,3,11,15,0,0,0,0,3,5,0,0,0,0,12,3,0,0,218,84,20,0,0,0,0,0,-48,0,0,0,0,13,0,33,0,0,0,0,124,Sunday,25,55,0,0
200712230cin,12/23/2007,2007,16,FALSE,CIN,19,14,CLE,CLE,-3,47.5,Paul Brown Stadium,FALSE,45,20,72,NA,Artificial,0,19,0,0,0,43,89,26:54:00,25,15,16,0,89,446,13.6,5,55,256,12.8,3,35,18,190,3,5,15,17.3,86.6,74.1,20,14,68.9,0,0,0,8,5,5,5,135,11,56,5,3,0,0,11,0,0,14,307,61.5,8,11,3,0,0,7,7,0,55,16,33:06:00,41,15,26,0,124,628,13.9,5,43,225,14.2,0,79,48,403,5,11,13.9,13.9,99.8,87.2,23,13,94.3,11,3,41.3,14,5,8,5,114,11,55,5,0,3,12,5,0,0,5,109,54.5,11,8,-2,110.2,165.2,5,0,3,0,13.5,0,66.1,110.2,-3,0,-2,0,15.7,5.5,14,5,3,0,52.5,3,3,0,3,0,0,0,5,5,0,3,8,5,96,11,131,8,0,0,0,52,5,5,0,0,0,0,0,0,0,0,5,45,11,190,5,69,73,33,3,12,20,3,0,0,0,0,0,0,8,0,56,0,0,0,0,263,55,31,0,0,14,5,3,-18,0,0,0,0,33,0,55,0,0,0,0,104,Sunday,35,81,0,0
